subject,year,topic,exam,exercise,statement
fisica,2019,Óptica geométrica,Reserva 2,Ejercicio 3 Opción A,"a) Construya, razonadamente, la imagen de un objeto situado entre f y 2f delante de una lente
divergente. A partir de la imagen obtenida indique, razonadamente, las características de la
misma: real o virtual, si está derecha o invertida y su tamaño.
b) Situamos delante de una lente convergente un objeto que genera una imagen que se forma a 1
m delante de la lente, siendo la misma de tamaño 0,5 m. Si la distancia focal vale 2 m, calcule: i)
La distancia a la que se encuentra el objeto de la lente. ii) Tamaño del objeto indicando si está
derecho o invertido con respecto a la imagen.
FISICA. 2019. RESERVA 2. EJERCICIO 3. OPCIÓN A"
fisica,2019,Óptica geométrica,Reserva 3,Ejercicio 3 Opción A,"a) Construya, razonadamente, la imagen de un objeto situado delante de una lente divergente, y
a una distancia menor que la distancia focal. A partir de la imagen obtenida indique,
razonadamente, las características de la misma: real o virtual, si está derecha o invertida y su
tamaño.
b) A 0,5 m delante de una lente convergente se sitúa un objeto de tamaño 0,25 m. Si la distancia
focal vale 1 m, calcule: i) La distancia de la imagen a la lente indicando si es real o virtual. ii)
Tamaño de la imagen, indicando si está derecha o invertida.
FISICA. 2019. RESERVA 3. EJERCICIO 3. OPCIÓN A"
fisica,2020,Óptica geométrica,Junio,Ejercicio 3,"a) Determine, mediante trazado de rayos, la imagen que se produce en una lente convergente
para un objeto situado a una distancia de la lente: i) Entre una y dos veces la distancia focal. ii)
A más de dos veces la distancia focal. Indique razonadamente, la naturaleza de la imagen en
ambos casos.
b) Situamos un objeto de 0%4 m de altura a 0%2 m de una lente convergente de 0% 6 m de distancia
focal. i) Realice la construcción geométrica del trazado de rayos. ii) Calcule de forma razonada:
la posición, el tamaño y la naturaleza de la imagen formada.
FISICA. 2020. JUNIO. EJERCICIO 3"
fisica,2020,Óptica geométrica,Reserva 1,Ejercicio 3,"a) Determine, mediante construcción geométrica del trazado de rayos, dónde debe estar situado
un objeto respecto a una lente convergente para que el tamaño de la imagen sea: i) Menor que el
objeto. ii) Igual que el objeto. Indique razonadamente, la naturaleza de la imagen en ambos
casos.
b) Se sitúa un objeto de 0”%5 m de altura a 0%9 m de una lente divergente de 0?3 m de distancia
focal. i) Realice la construcción geométrica del trazado de rayos. ii) Calcule de forma razonada:
la posición, el tamaño y la naturaleza de la imagen formada.
FISICA. 2020. RESERVA 1. EJERCICIO 3"
fisica,2020,Óptica geométrica,Reserva 2,Ejercicio 3,"a) Determine, mediante construcción geométrica del trazado de rayos las condiciones de posición
del objeto y tipo de lente para que se forme: i) Una imagen virtual y menor que el objeto. ii) Una
imagen virtual y mayor que el objeto.
b) Un objeto de 0”?5 m de altura se sitúa delante de una lente divergente de distancia focal 0%4 m.
Si la imagen aparece a mitad de distancia entre la lente y el objeto, determine de forma
razonada: i) La posición del objeto. ii) El tamaño y naturaleza de la imagen. Realice la
construcción geométrica del trazado de rayos.
FISICA. 2020. RESERVA 2. EJERCICIO 3"
fisica,2020,Óptica geométrica,Reserva 3,Ejercicio 3,"a) Responda razonadamente con ayuda de trazado de rayos: i) ¿Es posible obtener imágenes
virtuales reducidas cuando colocamos un objeto delante de una lente convergente?. ii) ¿Y de una
lente divergente?.
b) Situamos un objeto a 4 m de una lente y obtenemos una imagen real e invertida a 1 m de la
misma. i) Realice la construcción geométrica del trazado de rayos. ii) Determine la distancia
focal de la lente. ¿Es convergente o divergente?. iii) Si el objeto tiene un tamaño de 0%04 m ¿qué
tamaño tendrá la imagen?.
FISICA. 2020. RESERVA 3. EJERCICIO 3"
fisica,2021,Óptica geométrica,Junio,Ejercicio C2,"a) Con una lente queremos obtener una imagen virtual mayor que el objeto. Razone, realizando
además el trazado de rayos correspondiente, qué tipo de lente debemos usar y dónde debe estar
situado el objeto.
b) Un objeto de 30 cm de alto se encuentra a 60 cm delante de una lente divergente de 40 cm de
distancia focal. i) Calcule la posición de la imagen. ii) Calcule el tamaño de la imagen.
iii) Explique, con ayuda de un diagrama de rayos, la naturaleza de la imagen formada.
Justifique sus respuestas.
FISICA. 2021. JUNIO. EJERCICIO C2"
fisica,2021,Óptica geométrica,Reserva 1,Ejercicio C1,"a) Razone, realizando además el trazado de rayos correspondiente, las características de la imagen
producida por una lente convergente con el objeto situado a más distancia de la lente que el doble
de su distancia focal.
b) La imagen producida por una lente convergente está derecha, tiene un tamaño triple que el
objeto, y está situada a 1 m delante de la lente. i) Calcule la posición del objeto. ii) Calcule la
distancia focal de la lente. iii) Explique, con ayuda de un diagrama de rayos, el carácter real o
virtual de la imagen. Justifique sus respuestas.
FISICA. 2021. RESERVA 1. EJERCICIO C1"
fisica,2021,Óptica geométrica,Reserva 2,Ejercicio C2,"a) Considere la afirmación siguiente: “Una lente convergente siempre forma una imagen real a
partir de un objeto”. Razone, utilizando diagramas de rayos, si la afirmación es verdadera o falsa.
b) Se coloca un objeto luminoso delante de una lente divergente de distancia focal 5 cm. Se quiere
1
que la imagen formada tenga 7 del tamaño del objeto y su misma orientación. i) Calcule la
posición del objeto. ii) Obtenga la posición de la imagen. iii) Realice el trazado de rayos y explique
el carácter real o virtual de la imagen. Justifique sus respuestas.
FISICA. 2021. RESERVA 2. EJERCICIO C2"
fisica,2021,Óptica geométrica,Reserva 3,Ejercicio C1,"a) Razone, realizando además el trazado de rayos correspondiente, las características de la imagen
producida por una lente divergente.
b) La imagen formada por una lente convergente se encuentra a 15 m detrás de la lente, con un
aumento lateral de —0'5.i) Realice el trazado de rayos. Calcule razonadamente: ii) la posición del
objeto. iii) La distancia focal de la lente.
FISICA. 2021. RESERVA 3. EJERCICIO C1"
fisica,2022,Óptica geométrica,Junio,Ejercicio C2,"a) Realice y explique el trazado de rayos para un objeto situado entre el foco objeto y una lente
convergente. Justifique las características de la imagen.
b) Un objeto de 30 cm de altura se coloca a 2 m de distancia de una lente delgada divergente. La
distancia focal de la lente es de 50 cm. Indicando el criterio de signos aplicado, calcule la posición y
el tamaño de la imagen formada. Realice razonadamente el trazado de rayos y justifique la
naturaleza de la imagen.
FISICA. 2022. JUNIO. EJERCICIO C2"
fisica,2022,Óptica geométrica,Reserva 2,Ejercicio C1,"a) Realice y explique el trazado de rayos para un objeto situado a la izquierda del foco imagen de
una lente divergente. Determine, justificadamente, las características de la imagen.
b) Un objeto de 2 cm de altura se coloca a 4 cm de una lente delgada, formando una imagen
derecha y con un tamaño cinco veces mayor que el del objeto. i) Explique si la lente es convergente
o divergente. ii) Calcule la posición de la imagen y la distancia focal de la lente, indicando el criterio
de signos aplicado. iii) Dibuje razonadamente el trazado de rayos y justifique si la imagen es real o
virtual.
FISICA. 2022. RESERVA 2. EJERCICIO C1"
fisica,2022,Óptica geométrica,Reserva 3,Ejercicio C1,"a) Indique razonadamente, ayudándose de un esquema, las características de la imagen que se
obtiene al colocar un objeto luminoso: i) en el foco objeto de una lente convergente; ii) en el foco
imagen de una lente divergente.
b) Una lente divergente produce una imagen 3 veces menor que el objeto cuando la separación
entre la imagen y el objeto es de 64 cm. Determine, indicando el criterio de signos utilizado, las
posiciones del objeto y de la imagen, así como la distancia focal de la lente y realice el trazado de
rayos correspondiente.
FISICA. 2022. RESERVA 3. EJERCICIO C1"
fisica,2022,Óptica geométrica,Julio,Ejercicio C2,"a) Realice y explique el trazado de rayos para un objeto situado entre el foco objeto y el doble de la
distancia focal de una lente convergente. Determine, justificadamente, las características de la
imagen.
b) Una lente delgada convergente de distancia focal 20 cm, forma una imagen situada a una
distancia de 40 cm a su izquierda y 30 em de altura. Calcule la posición y el tamaño del objeto,
indicando el criterio de signos aplicado. Realice razonadamente el trazado de rayos y justifique la
naturaleza de la imagen.
FISICA. 2022. JULIO. EJERCICIO C2"
fisica,2023,Óptica geométrica,Junio,Ejercicio C1,"a) Con una lente delgada queremos obtener una imagen virtual mayor que el objeto. Realice
razonadamente el trazado de rayos correspondiente, justifique qué tipo de lente debemos usar y
dónde debe estar situado el objeto.
b) Sobre una pantalla se desea proyectar la imagen de un objeto que mide 5 cm de alto. Para ello
contamos con una lente delgada convergente, de distancia focal 20 cm, y una pantalla situada a la
derecha de la lente, a una distancia de 1 m. i) Indique el criterio de signos usado y determine a qué
distancia de la lente debe colocarse el objeto para que la imagen se forme en la pantalla.
li) Determine el tamaño de la imagen. iii) Construya gráficamente la imagen del objeto, formada
por la lente, realizando el trazado de rayos.
FISICA. 2023. JUNIO. EJERCICIO C1"
fisica,2023,Óptica geométrica,Reserva 3,Ejercicio C1,"a) Razone, basándose en el trazado de rayos, dónde hay que colocar un objeto con respecto a
una lente delgada convergente para que: i) la imagen formada sea real e invertida; ii) la imagen
formada sea virtual y derecha.
b) Un objeto está situado 6 cm a la izquierda de una lente delgada convergente de 4 cm de
distancia focal. i) Realice el trazado de rayos correspondiente. ii) Determine la distancia entre la
imagen y la lente, indicando el criterio de signos utilizado. iii) Determine razonadamente el
aumento lateral y, a partir del valor obtenido, indique si la imagen aumenta o disminuye y si es
derecha o invertida.
FISICA. 2023. RESERVA 3. EJERCICIO C1"
fisica,2023,Óptica geométrica,Reserva 4,Ejercicio C2,"a) i) Realice el trazado de rayos para un objeto situado a una distancia mayor que el doble de la
distancia focal de una lente delgada convergente. ii) Justifique las características de la imagen.
b) Una lente divergente produce una imagen derecha 4 veces menor que un objeto situado a 10
em de la lente. i) Determine, indicando el criterio de signos utilizado, la posición de la imagen,
así como la distancia focal de la lente. ii) Realice el trazado de rayos correspondiente.
FISICA. 2023. RESERVA 4. EJERCICIO C2"
fisica,2023,Óptica geométrica,Julio,Ejercicio C2,"a) i) Realice el trazado de rayos para un objeto situado a la izquierda del foco imagen de una lente
delgada divergente. ii) Justifique las características de la imagen formada.
b) Una lente delgada convergente, de 10 cm de distancia focal, forma una imagen de 4 cm de altura
situada 10 em a la izquierda de la lente. i) Calcule la posición y el tamaño del objeto, indicando el
criterio de signos aplicado. ii) Realice el trazado de rayos e indique las características de la imagen.
FISICA. 2023. JULIO. EJERCICIO C2"
