subject,year,topic,exam,exercise,statement
quiímica,2001,Enlace Químico,Septiembre,Ejercicio 2 Opción B,"Dadas las siguientes moléculas: SiH,, NH; y BeH,. a) Represente sus estructuras de Lewis.
b) Prediga la geometría de cada una de ellas según la Teoría de Repulsión de Pares de
Electrones de la Capa de Valencia. c) Indique la hibridación del átomo central.
QUIÍMICA. 2001. SEPTIEMBRE. EJERCICIO 2. OPCIÓN B"
quiímica,2002,Enlace Químico,Reserva 1,Ejercicio 5 Opción A,"a) Represente el ciclo de Born-Haber para el fluoruro de litio.
b) Calcule el valor de la energía reticular del fluoruro de litio sabiendo:
Entalpía de formación del [LiF(s)] = — 5941 kJ/mol
Energía de sublimación del litio = 1552 kJ/mol
Energía de disociación del F, = 1506 kJ/mol
Energía de ionización del litio = 5200 kJ/mol
Afinidad electrónica del flúor = — 3330 kJ/mol.
QUIÍMICA. 2002. RESERVA 1. EJERCICIO 5. OPCIÓN A"
quiímica,2002,Enlace Químico,Reserva 1,Ejercicio 3 Opción B,"Dadas las sustancias PCI, y CH,:
a) Represente sus estructuras de Lewis.
b) Prediga la geometría de las moléculas anteriores según la teoría de Repulsión de Pares de
Electrones de la Capa de Valencia.
c) Indique la hibridación que presenta el átomo central en cada caso.
QUIÍMICA. 2002. RESERVA 1. EJERCICIO 3. OPCIÓN B"
quimica,2002,Enlace Químico,Reserva 2,Ejercicio 2 Opcion A,"Explique, en función del tipo de enlace que presentan, las siguientes afirmaciones:
a) El cloruro de sodio es soluble en agua.
b) El hierro es conductor de la electricidad.
) El metano tiene bajo punto de fusión.
QUIMICA. 2002. RESERVA 2. EJERCICIO 2. OPCION A"
química,2002,Enlace Químico,Reserva 3,Ejercicio 2 Opción B,"Dadas las sustancias: NH, y H,O.
a) Represente sus estructuras de Lewis.
b) Prediga la geometría de las moléculas anteriores mediante la teoría de Repulsión de Pares de
Electrones de la Capa de Valencia.
c) Indique la hibridación del átomo central en cada caso.
QUÍMICA. 2002. RESERVA 3. EJERCICIO 2. OPCIÓN B"
química,2002,Enlace Químico,Reserva 4,Ejercicio 3 Opción B,"a) ¿Cuál es la geometría de la molécula BCI, ?
b) ¿Es una molécula polar?
) ¿Es soluble en agua?
Justifique las respuestas.
QUÍMICA. 2002. RESERVA 4. EJERCICIO 3. OPCIÓN B"
química,2002,Enlace Químico,Septiembre,Ejercicio 2 Opción A,"a) ¿Por qué el H, y el I, no son solubles en agua y el HI sí lo es?
b) ¿Por qué la molécula BF, es apolar, aunque sus enlaces estén polarizados?
QUÍMICA. 2002. SEPTIEMBRE. EJERCICIO 2. OPCIÓN A"
química,2003,Enlace Químico,Junio,Ejercicio 3 Opción B,"Justifique las siguientes afirmaciones:
a) A 25"" C y 1 atm, el agua es un líquido y el sulfuro de hidrógeno es un gas.
b) El etanol es soluble en agua y el etano no lo es.
c) En condiciones normales el flúor y el cloro son gases, el bromo es líquido y el yodo es sólido.
QUÍMICA. 2003. JUNIO. EJERCICIO 3. OPCIÓN B"
química,2003,Enlace Químico,Reserva 1,Ejercicio 3 Opción B,"a) Represente la estructura de Lewis de la molécula NF, .
b) Prediga la geometría de esta molécula según la teoría de Repulsión de Pares de Electrones de
la Capa de Valencia.
c) Justifique si la molécula de NF, es polar o apolar.
QUÍMICA. 2003. RESERVA 1. EJERCICIO 3. OPCIÓN B"
quimica,2003,Enlace Químico,Reserva 2,Ejercicio 2 Opcion A,"Razone la veracidad o falsedad de las siguientes afirmaciones:
a) Los metales son buenos conductores de la electricidad.
b) Todos los compuestos de carbono presentan hibridación sp”.
€) Los compuestos iónicos conducen la corriente eléctriga en estado sólido.
QUIMICA. 2003. RESERVA 2. EJERCICIO 2. OPCION A"
química,2003,Enlace Químico,Reserva 3,Ejercicio 2 Opción B,"Para las moléculas BCl, y NH; , indique:
a) El número de pares de electrones sin compartir de cada átomo central.
b) La hibridación del átomo central.
c) La geometría de cada molécula según la teoría de Repulsión de Pares de Electrones de la
Capa de Valencia.
QUÍMICA. 2003. RESERVA 3. EJERCICIO 2. OPCIÓN B"
química,2003,Enlace Químico,Reserva 4,Ejercicio 2 Opción A,"Dadas las especies químicas H,S, PH, y CCI, , indique:
a) La estructura de Lewis de cada molécula.
b) La geometría de cada molécula según la teoría de Repulsión de Pares de Electrones de la
Capa de Valencia.
c) La hibridación que presenta el átomo central de cada una de ellas.
QUÍMICA. 2003. RESERVA 4. EJERCICIO 2. OPCIÓN A"
química,2004,Enlace Químico,Junio,Ejercicio 2 Opción B,"En los siguientes compuestos: BCl ,SiF, y BeCl, .
a) Justifique la geometría de estas moléculas mediante la teoría de Repulsión de Pares de
Electrones de la Capa de Valencia.
b) ¿Qué orbitales híbridos presenta el átomo central?.
QUÍMICA. 2004. JUNIO. EJERCICIO 2. OPCIÓN B"
química,2004,Enlace Químico,Reserva 1,Ejercicio 3 Opción B,"1s?2s”2p”? y 1s”2s”2p 3s” 3pi
a) Explique la posible existencia de las moléculas: AB, B, y AB,.
b) Justifique la geometría de la molécula AB,.
c) Discuta la existencia o no de momento dipolar en AB,.
QUÍMICA. 2004. RESERVA 1. EJERCICIO 3. OPCIÓN B"
química,2004,Enlace Químico,Reserva 2,Ejercicio 2 Opción B,"Comente, razonadamente, la conductividad eléctrica de los siguientes sistemas:
a) Un hilo de cobre.
b) Un cristal de Cu(NO;), .
c) Una disolución de Cu(NO;), .
QUÍMICA. 2004. RESERVA 2. EJERCICIO 2. OPCIÓN B"
química,2004,Enlace Químico,Reserva 3,Ejercicio 3 Opción B,"a) Represéntelas mediante estructuras de Lewis.
b) Justifique su geometría mediante la teoría de Repulsión de Pares de Electrones de la Capa
de Valencia.
QUÍMICA. 2004. RESERVA 3. EJERCICIO 3. OPCIÓN B"
quimica,2004,Enlace Químico,Reserva 4,Ejercicio 2 Opcion A,"a) Escriba el ciclo de Born-Haber para el KCI.
b) ¿póm0 explica el hecho de que los metales sean conductores de la electricidad?
QUIMICA. 2004. RESERVA 4. EJERCICIO 2. OPCION A"
química,2005,Enlace Químico,Junio,Ejercicio 2 Opción B,"Dadas las especies químicas Cl, , HCI y CCI,:
a) Indique el tipo de enlace que existirá en cada una.
b) Justifique si los enlaces están polarizados.
c) Razone si dichas moléculas serán polares o apolares.
QUÍMICA. 2005. JUNIO. EJERCICIO 2. OPCIÓN B"
quimica,2005,Enlace Químico,Reserva 1,Ejercicio 2 Opción A,"Teniendo en cuenta la energía reticular de los compuestos iónicos, conteste razonadamente:
a) ¿Cuál de los siguientes compuestos tendrá mayor dureza: LiF o KBr?
b) ¿Cuál de los siguientes compuestos será más soluble en agua: MgO o CaS?
QUIMICA. 2005. RESERVA 1. EJERCICIO 2. OPCIÓN A"
quimica,2005,Enlace Químico,Reserva 3,Ejercicio 3 Opción B,"Dadas las moléculas CF, y NH;:
a) Represéntelas mediante estructuras de Lewis.
b) Justifique su geometría mediante la teoría de Repulsión de Pares de Electrones de la Capa
de Valencia.
c) Indique la hibridación del átomo central.
QUIMICA. 2005. RESERVA 3 EJERCICIO 3 OPCIÓN B"
quimica,2005,Enlace Químico,Reserva 4,Ejercicio 2 Opción B,"Dadas las siguientes especies químicas: CH ,OH, CH ,y NH; a) Indique el tipo de enlace que
existe dentro de cada una. b) Ordénelas, justificando la respuesta, de menor a mayor punto de
fusión. c) Razone si serán solubles en agua. .
QUIMICA. 2005. RESERVA 4 EJERCICIO 2 OPCIÓN B"
química,2006,Enlace Químico,Junio,Ejercicio 2 Opción A,"Dadas las moléculas de BCI, y H,O
a) Deduzca la geometría de cada una mediante la teoría de Repulsión de Pares de Electrones de
la Capa de Valencia.
b) Justifique la polaridad de las mismas. .
QUÍMICA. 2006. JUNIO. EJERCICIO 2. OPCIÓN A"
química,2006,Enlace Químico,Reserva 1,Ejercicio 3 Opción B,"a) ¿Qué se entiende por energía reticular?
b) Represente el ciclo de Born-Haber para el bromuro de sodio.
C) Exprese la entalpía de formación (AHf) del bromuro de sodio en función de las siguientes
variables: la energía de ionización (I) y el calor de sublimación (S) del sodio, la energía de
disociación (D) y la afinidad electrónica (AE) del bromo y la energía reticular (U) del bromuro
de sodio.
QUÍMICA. 2006. RESERVA 1. EJERCICIO 3. OPCIÓN B"
química,2006,Enlace Químico,Reserva 2,Ejercicio 2 Opción A,"Para las moléculas BCl , , NH; y BeH, , indique:
a) El número de pares de electrones sin compartir de cada átomo.
b) La geometría de cada molécula utilizando la teoría de Repulsión de Pares de Electrones de la
Capa de Valencia.
e) La hibridación del átomo central.
QUÍMICA. 2006. RESERVA 2. EJERCICIO 2. OPCIÓN A"
quimica,2006,Enlace Químico,Reserva 3,Ejercicio 3 Opción B,"Supongamos que los sólidos cristalinos CsBr, NaBr y KBr cristalizan con el mismo tipo de red.
a) Ordénelos de mayor a menor según su energía reticular. Razone la respuesta.
b) Justifique cuál de ellos será menos soluble. .
QUIMICA. 2006. RESERVA 3. EJERCICIO 3. OPCIÓN B"
química,2006,Enlace Químico,Septiembre,Ejercicio 2 Opción B,"Dadas las moléculas BF, y PF;:
a) ¿Son polares los enlaces boro-flúor y fósforo-flúor?. Razone la respuesta.
b) Prediga su geometría a partir de la teoría de Repulsión de Pares de Electrones de la Capa de
Valencia.
c) ¿Son polares esas moléculas?. Justifique su respuesta.
QUÍMICA. 2006. SEPTIEMBRE. EJERCICIO 2. OPCIÓN B"
química,2007,Enlace Químico,Junio,Ejercicio 2 Opción B,"Para las moléculas CCl ,, NH , y BeCl,
a) Determine su geometría mediante la teoría de Repulsión de Pares de Electrones de la Capa
de Valencia.
b) ¿Qué tipo de hibridación presenta el átomo central?
€) Razone si estas moléculas son polares.
QUÍMICA. 2007. JUNIO EJERCICIO 2. OPCIÓN B"
quimica,2007,Enlace Químico,Reserva 1,Ejercicio 3 Opción B,"Dadas las moléculas de BF, y H,0:
a) Determine la geometría de cada una mediante la teoría de Repulsión de Pares de Electrones
de la Capa de Valencia.
b) Razone si los enlaces son polares.
e) Justifique si las moléculas son polares.
QUIMICA. 2007. RESERVA 1. EJERCICIO 3. OPCIÓN B"
quimica,2007,Enlace Químico,Reserva 2,Ejercicio 2 Opcion A,"Explique:
a) Por qué el cloruro de hidrógeno disuelto en agua conduce la corriente eléctrica.
b) La poca reactividad de los gases nobles.
€) La geometría molecular del tricloruro de boro.
QUIMICA. 2007. RESERVA 2. EJERCICIO 2. OPCION A"
quimica,2007,Enlace Químico,Reserva 3,Ejercicio 3 Opción B,"Dadas las siguientes moléculas: F, , CS, , C,H, , C,H, , H,O y NH, . Indique en cuál o
cuáles:
a) Todos los enlaces son simples.
b) Existe algún doble enlace.
C) Existe algún triple enlace.
QUIMICA. 2007. RESERVA 3. EJERCICIO 3. OPCIÓN B"
quiímica,2007,Enlace Químico,Septiembre,Ejercicio 2 Opcióon A,"a) Represente la estructura de la molécula de agua mediante el diagrama de Lewis.
b) Deduzca la geometría de la molécula de agua mediante la teoría de Repulsión de Pares de
Electrones de la Capa de Valencia.
C) ¿Por qué a temperatura ambiente el agua es líquida mientras que el sulfuro de hidrógeno, de
mayor masa molecular, es gaseoso?. .
QUIÍMICA. 2007. SEPTIEMBRE. EJERCICIO 2. OPCIÓON A"
química,2008,Enlace Químico,Junio,Ejercicio 3 Opción B,"Indique, razonadamente, cuántos enlaces 7 y cuántos o tienen las siguientes moléculas
a) Hidrógeno.
b) Nitrógeno.
c) Oxígeno. .
QUÍMICA. 2008. JUNIO EJERCICIO 3. OPCIÓN B"
quimica,2008,Enlace Químico,Reserva 1,Ejercicio 2 Opcióon A,"Deduzca, según la teoría de Repulsión de Pares de Electrones de la Capa de Valencia, la
geometría de las siguientes moléculas e indique la polaridad de las mismas:
a) Amoniaco.
b) Tricloruro de boro.
c) Metan0. .
QUIMICA. 2008. RESERVA 1 EJERCICIO 2 OPCIÓON A"
quimica,2008,Enlace Químico,Reserva 3,Ejercicio 2 Opcióon A,"Indique qué tipo de enlace hay que romper para:
a) Fundir cloruro de sodio.
b) Vaporizar agua.
c) Vaporizar n-hexano.
QUIMICA. 2008. RESERVA 3 EJERCICIO 2. OPCIÓON A"
quimica,2008,Enlace Químico,Reserva 4,Ejercicio 3 Opción B,"Para las moléculas de tetracloruro de carbono y agua:
a) Prediga su geometría mediante la teoría de Repulsión de Pares de Electrones de la Capa de
Valencia.
b) Indique la hibridación del átomo central.
e) Justifique si esas moléculas son polares o apolares. .
QUIMICA. 2008. RESERVA 4. EJERCICIO 3. OPCIÓN B"
química,2008,Enlace Químico,Septiembre,Ejercicio 2 Opción B,"Razone si son verdaderas o falsas las siguientes afirmaciones:
a) Algunas moléculas covalentes son polares.
b) Los compuestos iónicos, cuando están fundidos o en disolución, son buenos conductores de la
electricidad.
c) El agua tiene el punto de ebullición más elevado que el resto de los hidruros de los elementos
del grupo 16.
QUÍMICA. 2008. SEPTIEMBRE. EJERCICIO 2. OPCIÓN B"
química,2009,Enlace Químico,Junio,Ejercicio 2 Opción B,"Dada la molécula CCI ,
a) Represéntela mediante estructura de Lewis.
b) ¿Por qué la molécula es apolar si los enlaces están polarizados?.
ce) ¿Por qué a temperatura ambiente el CCI , es líquido y el CI, es sólido?.
QUÍMICA. 2009. JUNIO. EJERCICIO 2. OPCIÓN B"
química,2009,Enlace Químico,Reserva 2,Ejercicio 2 Opción A,"Dadas las moléculas CF, y NH,
a) Represente sus correspondientes estructuras de Lewis.
b) Establezca su geometría mediante la teoría de Repulsión de Pares de Electrones de la Capa
de Valencia.
ce) Indique la hibridación del átomo central.
QUÍMICA. 2009. RESERVA 2. EJERCICIO 2. OPCIÓN A"
quimica,2009,Enlace Químico,Reserva 3,Ejercicio 2 Opcion A,"a) Justifique la naturaleza del enlace que se formará cuando el oxígeno se combine con calcio.
b) Justifique la naturaleza del enlace que se formará cuando el oxígeno se combine con
hidrógeno.
€) ¿Cuál de los dos compuestos formados tendrá mayor punto de fusión? Razone la respuesta.
QUIMICA. 2009. RESERVA 3. EJERCICIO 2. OPCION A"
química,2009,Enlace Químico,Reserva 4,Ejercicio 3 Opción B,"Para la molécula GeH,:
a) Establezca su geometría mediante la teoría de Repulsión de Pares de Electrones de la Capa
de Valencia.
b) Indique la hibridación del átomo central.
c) Ordene, de forma razonada, de menor a mayor punto de fusión los compuestos CH, y
GeH,.
QUÍMICA. 2009. RESERVA 4. EJERCICIO 3. OPCIÓN B"
química,2009,Enlace Químico,Septiembre,Ejercicio 3 Opción B,"Razone sobre la veracidad o falsedad de las siguientes afirmaciones:
a) La molécula de BF; es apolar aunque sus enlaces están polarizados.
b) El cloruro de sodio tiene menor punto de fusión que el cloruro de cesio.
€) El cloruro de sodio sólido no conduce la corriente eléctrica y el cobre sí.
QUÍMICA. 2009. SEPTIEMBRE. EJERCICIO 3. OPCIÓN B"
química,2010,Enlace Químico,Junio,Ejercicio 2 Opción A,"Supongamos que los sólidos cristalinos NaF , KF , y LiF cristalizan en el mismo tipo de red.
a) Escriba el ciclo de Born-Haber para el NaF.
b) Razone cómo varía la energía reticular de las sales mencionadas.
c) Razone cómo varían las temperaturas de fusión de las citadas sales.
QUÍMICA. 2010. JUNIO. EJERCICIO 2. OPCIÓN A"
quiímica,2010,Enlace Químico,Reserva 1,Ejercicio 2 Opción A,"Dadas las moléculas PH, y C1,0:
a) Represente sus estructuras de Lewis.
b) Establezca sus geometrías mediante la teoría de Repulsión de Pares de Electrones de la Capa
de Valencia.
c) Indique la hibridación del átomo central.
QUIÍMICA. 2010. RESERVA 1. EJERCICIO 2. OPCIÓN A"
quiímica,2010,Enlace Químico,Reserva 2,Ejercicio 2 Opción B,"En función del tipo de enlace explique por qué:
a) Una disolución acuosa de Cu(NO;), conduce la electricidad.
b) El SiH , es insoluble en agua y el NaCI es soluble.
c) El punto de fusión del etano es bajo. .
QUIÍMICA. 2010. RESERVA 2. EJERCICIO 2. OPCIÓN B"
química,2010,Enlace Químico,Reserva 3,Ejercicio 3 Opción B,"Para la molécula CH ¿Cl :
a) Establezca su geometría mediante la teoría de Repulsión de Pares de Electrones de la Capa
de Valencia.
b) Razone si es una molécula polar.
c) Indique la hibridación del átomo central.
QUÍMICA. 2010. RESERVA 3. EJERCICIO 3. OPCIÓN B"
química,2010,Enlace Químico,Reserva 4,Ejercicio 3 Opción B,"Dadas las siguientes sustancias: Cu, CaO, I,, indique razonadamente:
a) Cuál conduce la electricidad en estado líquido pero es aislante en estado sólido.
b) Cuál es un sólido que sublima fácilmente.
c) Cuál es un sólido que no es frágil y se puede estirar en hilos o láminas.
QUÍMICA. 2010. RESERVA 4. EJERCICIO 3. OPCIÓN B"
química,2011,Enlace Químico,Reserva 1,Ejercicio 2 Opción B,"Responda razonadamente a las siguientes cuestiones:
a) Por qué a 25 *C y 1 atm el agua es un líquido y el sulfuro de hidrógeno es un gas.
b) Qué compuesto será más soluble en agua, el yoduro de sodio o el yoduro de cesio.
c) Discuta la polaridad de las moléculas de NH , y de yodo molecular, respectivamente.
QUÍMICA. 2011. RESERVA 1. EJERCICIO 2. OPCIÓN B"
quiímica,2011,Enlace Químico,Reserva 2,Ejercicio 2 Opción A,"Dadas las especies Cl ,, KCI, Fe y H,O:
a) Indique el tipo de enlace que presenta cada una.
b) ¿Qué tipo de interacción hay que vencer para fundirlas cuando están en estado sólido?
c) Razone qué especies conducirán la corriente eléctrica en estado sólido, cuáles lo harán en
estado fundido y cuáles no conducirán la corriente en ningún caso.
QUIÍMICA. 2011. RESERVA 2. EJERCICIO 2. OPCIÓN A"
química,2011,Enlace Químico,Reserva 3,Ejercicio 2 Opción A,"Dadas las moléculas NH, y CCI,:
a) Represente sus estructuras de Lewis.
b) Deduzca sus geometrías mediante la teoría de Repulsión de Pares de Electrones de la Capa
de Valencia.
c) Justifique la polaridad de los enlaces N—H y C-CI y de las moléculas NH, y CCI,
QUÍMICA. 2011. RESERVA 3. EJERCICIO 2. OPCIÓN A"
quiímica,2011,Enlace Químico,Reserva 4,Ejercicio 3 Opción B,"Dadas las moléculas BeF, y CHC1:
a) Represente sus estructuras de Lewis.
b) Establezca sus geometrías mediante la teoría de Repulsión de Pares de Electrones de la Capa
de Valencia.
e) Justifique si esas moléculas son polares. .
QUIÍMICA. 2011. RESERVA 4. EJERCICIO 3. OPCIÓN B"
quiímica,2011,Enlace Químico,Septiembre,Ejercicio 3 Opción B,"Dadas las moléculas BF,, BeCl,y H,O:
a) Escriba las estructuras de Lewis de las mismas.
b) Explique su geometría mediante la teoría de Repulsión de Pares de Electrones de la Capa de
Valencia.
c) Indique la hibridación del átomo central
QUIÍMICA. 2011. SEPTIEMBRE. EJERCICIO 3. OPCIÓN B"
quimica,2012,Enlace Químico,Junio,Ejercicio 2 Opcion A,"Dados los siguientes compuestos NaF,CH, y CH,OH:
a) Indique el tipo de enlace.
b) Ordene de mayor a menor según su punto de ebullición. Razone la respuesta.
e) Justifique la solubilidad o no en agua. .
QUIMICA. 2012. JUNIO. EJERCICIO 2. OPCION A"
quimica,2012,Enlace Químico,Reserva 1,Ejercicio 2 Opcion A,"Para las moléculas de tricloruro de boro, dihidruro de berilio y amoníaco, indique:
a) El número de pares de electrones sin compartir en cada átomo.
b) La geometría de cada molécula utilizando la teoría de repulsión de pares de electrones de la
capa de valencia.
e) La hibridación del átomo central. .
QUIMICA. 2012. RESERVA 1. EJERCICIO 2. OPCION A"
quimica,2012,Enlace Químico,Reserva 3,Ejercicio 3 Opción B,"Para las moléculas: H,O, CHCI, y NH;. Indique, justificando la respuesta:
a) El número de pares de electrones sin compartir del átomo central.
b) La geometría de cada molécula según la teoría de repulsión de pares de electrones de la capa
de valencia.
e) La polaridad de cada molécula.
QUIMICA. 2012. RESERVA 3. EJERCICIO 3. OPCIÓN B"
quimica,2012,Enlace Químico,Reserva 4,Ejercicio 3 Opción B,"En las siguientes moléculas, H,S ; N, y CH,OH:
a) Represéntelas mediante un diagrama de Lewis.
b) Justifique razonadamente la polaridad de las moléculas.
c) Identifique las fuerzas intermoleculares que actuarán cuando se encuentran en estado
líquido.
QUIMICA. 2012. RESERVA 4. EJERCICIO 3. OPCIÓN B"
quiímica,2012,Enlace Químico,Septiembre,Ejercicio 2 Opción B,"Dadas las siguientes moléculas F, ; CS, ; C,H,; C,H, ; N, ; NH
estructura de Lewis en qué moléculas:
a) Todos los enlaces son simples.
» Justifique mediante la
b) Existe algún enlace doble.
C) Existe algún enlace triple.
QUIÍMICA. 2012. SEPTIEMBRE. EJERCICIO 2. OPCIÓN B"
química,2013,Enlace Químico,Junio,Ejercicio 2 Opción B,"Dadas las siguientes sustancias: Cu,CaO y I,, indique razonadamente:
a) Cuál conduce la electricidad en estado líquido pero es aislante en estado sólido.
b) Cuál es un sólido que sublima fácilmente.
c) Cual es un sólido que no es frágil y se puede estirar en hilos o láminas.
QUÍMICA. 2013. JUNIO. EJERCICIO 2. OPCIÓN B"
quimica,2013,Enlace Químico,Reserva 1,Ejercicio 2 Opción A,"Para las moléculas BCl ; y NH;:
a) Justifique el número de pares de electrones sin compartir de cada átomo central.
b) Justifique la geometría de cada molécula según la teoría de Repulsión de Pares de Electrones
de la Capa de Valencia.
ce) Indique la hibridación del átomo central.
QUIMICA. 2013. RESERVA 1. EJERCICIO 2. OPCIÓN A"
química,2013,Enlace Químico,Reserva 1,Ejercicio 6 Opción B,"a) Establezca el ciclo termoquímico de Born-Haber para la formación de CaCl,(s) .
b) Calcule la afinidad electrónica del cloro.
Datos: Entalpía de formación del CaCl,(s)=-748 kJ/mol ; Energía de sublimación del calcio
= 178,2 kJ/mol; Primer potencial de ionización del calcio = 590 kJ/mol; Segundo potencial de
ionización del calcio = 1145 kJ/mol; Energía de disociación del enlace Cl -Cl = 243 kKJ/mol ;
Energía reticular del CaCl,(s) =—2258 kJ/mol .
QUÍMICA. 2013. RESERVA 1. EJERCICIO 6. OPCIÓN B"
quiímica,2013,Enlace Químico,Reserva 2,Ejercicio 3 Opción B,"En los siguientes compuestos: SiF, y BeCl,.
a) Justifique la geometría de estas moléculas mediante la teoría de Repulsión de Pares de
Electrones de la Capa de Valencia.
b) ¿Qué orbitales híbridos presenta el átomo central de cada uno de los compuestos?
€) Razone si son moléculas polares.
QUIÍMICA. 2013. RESERVA 2. EJERCICIO 3. OPCIÓN B"
química,2013,Enlace Químico,Reserva 4,Ejercicio 3 Opción B,"Conteste razonadamente a las siguientes cuestiones:
a) ¿En la molécula de N, hay algún enlace múltiple?
b) ¿Puede una molécula triatómica ( AB ,) ser lineal?
c) ¿Por qué el punto de fusión del BaO es mayor que el del BaCl,?
QUÍMICA. 2013. RESERVA 4. EJERCICIO 3. OPCIÓN B"
quiímica,2013,Enlace Químico,Septiembre,Ejercicio 2 Opcion A,"Conteste razonadamente a las siguientes cuestiones:
a) ¿Por qué el momento dipolar del hidruro de berilio es nulo y el del sulfuro de hidrógeno no
lo es?
b) ¿Es lo mismo “enlace covalente polar” que “enlace covalente dativo o coordinado”?
€) ¿Por qué es más soluble en agua el etanol que el etano?
QUIÍMICA. 2013. SEPTIEMBRE. EJERCICIO 2. OPCION A"
química,2014,Enlace Químico,Junio,Ejercicio 3 Opción B,"a) Deduzca la geometría de las moléculas BCl , y H,S aplicando la teoría de Repulsión de
Pares de Electrones de la Capa de Valencia.
b) Explique si las moléculas anteriores son polares.
ce) Indique la hibridación que posee el átomo central.
QUÍMICA. 2014. JUNIO. EJERCICIO 3. OPCIÓN B"
