subject,year,topic,exam,exercise,statement
Química,2003,Reactividad Orgánica,Reserva 2,Ejercicio 4 Opción B,"Explique uno de los tipos de isomería que pueden presentar los siguientes compuestos y
represente los correspondientes isómeros:
a) CH,COCH,
b) CH,CH,CH,CH,
c) CH,CHFCOOH
QUÍMICA. 2003. RESERVA 2. EJERCICIO 4. OPCIÓN B"
Química,2003,Reactividad Orgánica,Reserva 3,Ejercicio 4 Opción B,"Complete las siguientes reacciones orgánicas e indique de qué tipo son:
a) CH, =CH, +H, — 5,
b) CH,CH, +Cl, —> +HCI
c) CH,0H+0, >
QUÍMICA. 2003. RESERVA 3. EJERCICIO 4. OPCIÓN B"
Química,2003,Reactividad Orgánica,Septiembre,Ejercicio 4 Opcion A,"Dados los siguientes compuestos: CH,COOCH,CH,, CH,CONH, , CH,CHOHCH, y
CH,CHOHCOOH
a) Identifique los grupos funcionales presentes en cada uno de ellos.
b) ¿Alguno posee átomos de carbono asimétrico? Razone su respuesta.
QUIMICA. 2003. SEPTIEMBRE. EJERCICIO 4. OPCION A"
Química,2004,Reactividad Orgánica,Junio,Ejercicio 4 Opción B,"Defina los siguientes conceptos y ponga un ejemplo de cada uno de ellos:
a) Isomería de función.
b) Isomería de posición.
() Igomería óptica. ,
QUÍMICA. 2004. JUNIO. EJERCICIO 4. OPCIÓN B"
Química,2004,Reactividad Orgánica,Reserva 1,Ejercicio 4 Opción A,"Complete las siguientes reacciones orgánicas e indique de qué tipo son:
a) CH, +Cl, —>
b) CH, = CHCH, + H, —Eaatzador_,
c) CH,CH,CH,Br —y
QUÍMICA. 2004. RESERVA 1. EJERCICIO 4. OPCIÓN A"
Química,2004,Reactividad Orgánica,Reserva 2,Ejercicio 4 Opción A,"Las fórmulas moleculares de tres hidrocarburos lineales son: C,H,; C;H, y C,H,,. Razone si
son verdaderas o falsas las siguientes afirmaciones:
a) Los tres pertenecen a la misma serie homóloga.
b) Los tres experimentan reacciones de sustitución.
e) Sólo uno de ellos tiene átomos de carbono con hibridación sp” .
QUÍMICA. 2004. RESERVA 2. EJERCICIO 4. OPCIÓN A"
Química,2004,Reactividad Orgánica,Reserva 3,Ejercicio 4 Opción A,"a) CH, = CH, + Br, >
b) CH,CH, +0, >
AICI;
c) C-H; (benceno) + Cl, ———>
QUÍMICA. 2004. RESERVA 3. EJERCICIO 4. OPCIÓN A"
Química,2004,Reactividad Orgánica,Septiembre,Ejercicio 4 Opcion A,"Dados los compuestos orgánicos: CH,CH,; CH,OH y CH, = CHCH,.
a) Explique la solubilidad en agua de cada uno de ellos.
b) Indique cuáles son hidrocarburos.
€) ¿Puede experimentar alguno de ellos reacciones de adición? En tal caso, escriba una.
QUIMICA. 2004. SEPTIEMBRE. EJERCICIO 4. OPCION A"
Química,2005,Reactividad Orgánica,Junio,Ejercicio 4 Opción B,"a) Escriba las estructuras de los isómeros de posición del n-pentanol (C.H,,OH).
b) Represente tres isómeros de fórmula molecular C,H,.
QUÍMICA. 2005. JUNIO. EJERCICIO 4. OPCIÓN B"
Química,2005,Reactividad Orgánica,Reserva 2,Ejercicio 4 Opción A,"Complete las siguientes reacciones:
a) CH,CH=CH, + HBr >
b) CH,CH,CH,; + Cl, —*>
c) CH,CH,CH=CH, + H,O >
QUIMICA. 2005. RESERVA 2 EJERCICIO 4 OPCIÓN A"
Química,2005,Reactividad Orgánica,Reserva 2,Ejercicio 3 Opción B,"Para el eteno (CH, =CH,) indique: a) La geometría de la molécula. b) La hibridación que
presentan los orbitales de los átomos de carbono. c) Escriba la reacción de combustión ajustada
de este compuesto. .
QUIMICA. 2005. RESERVA 2 EJERCICIO 3 OPCIÓN B"
Química,2005,Reactividad Orgánica,Reserva 3,Ejercicio 4 Opcióon A,"Considere las siguientes moléculas:
CH,CHOHCH,; CH,COCH,; CH,CONH,; CH,COOCH,
a) Identifique sus grupos funcionales.
b) ¿Cuál de estos compuestos daría propeno mediante una reacción de eliminación?. Escriba la
reacción.
QUIMICA. 2005. RESERVA 3 EJERCICIO 4 OPCIÓON A"
Química,2005,Reactividad Orgánica,Reserva 4,Ejercicio 4 Opción A,"Complete las siguientes reacciones y ajuste la de combustión:
a) CH,CH,CH, + O, >
b) CH,C=CH + HCl >
c) CH, =CHCH, + H,O >
QUIMICA. 2005. RESERVA 4 EJERCICIO 4 OPCIÓN A"
Química,2005,Reactividad Orgánica,Septiembre,Ejercicio 4 Opción A,"a) Defina carbono asimétrico.
b) Señale el carbono asimétrico, si lo hubiere, en los siguientes compuestos:
CH,CHOHCOOH,CH,CH,NH, ,CH, = CCICH,CH, , CH,CHBrCH,CH,
QUÍMICA. 2005. SEPTIEMBRE. EJERCICIO 4. OPCIÓN A"
Química,2006,Reactividad Orgánica,Junio,Ejercicio 4 Opción B,"Utilizando un alqueno como reactivo, escriba:
a) La reacción de adición de HBr.
b) La reacción de combustión ajustada.
€) La reacción que produzca el correspondiente alcano.
QUÍMICA. 2006. JUNIO. EJERCICIO 4. OPCIÓN B"
Química,2006,Reactividad Orgánica,Reserva 1,Ejercicio 4 Opcion A,"Razone las siguientes cuestiones:
a) ¿Puede adicionar halógenos un alcano?
b) ¿Pueden experimentar reacciones de adición de haluros de hidrógeno los alquenos?
c) ¿Cuáles serían los posibles derivados diclorados del benceno?
QUIMICA. 2006. RESERVA 1. EJERCICIO 4. OPCION A"
Química,2006,Reactividad Orgánica,Reserva 3,Ejercicio 4 Opción A,"a) ¿Cuál es el alcano más simple que presenta isomería óptica?
b) Razone por qué la longitud del enlace entre los átomos de carbono en el benceno (C,H;¿) es
140 Á, sabiendo que en el etano (C,H;) es 1754 Á y en el eteno (C,H,) es 134 Á.
QUÍMICA. 2006. RESERVA 3. EJERCICIO 4. OPCIÓN A"
Química,2006,Reactividad Orgánica,Septiembre,Ejercicio 4 Opción B,"Señale el tipo de isomería existente entre los compuestos de cada uno de los apartados
siguientes:
a) CH,CH,CH,OH y CH,CHOHCH,.
b) CH,CH,OH y CH,OCH,.
c) CH,CH,CH,CHO y CH,CH(CH,)CHO .
QUÍMICA. 2006. SEPTIEMBRE. EJERCICIO 4. OPCIÓN B"
Química,2007,Reactividad Orgánica,Junio,Ejercicio 4 Opción B,"Para los siguientes compuestos: CH ,CH;; CH, = CH, y CH,CH,OH.
a) Indique cuál o cuáles son hidrocarburos.
b) Razone cuál será más soluble en agua.
c) Explique cuál sería el compuesto con mayor punto de ebullición.
QUÍMICA. 2007. JUNIO EJERCICIO 4. OPCIÓN B"
Química,2007,Reactividad Orgánica,Reserva 1,Ejercicio 4 Opción A,"Escriba:
a) Un isómero de cadena de CH,CH, CH=CH,.
b) Un isómero de función de CH ,OCH,CH, .
c) Un isómero de posición de CH,CH, CH,CH,COCH;.
QUÍMICA. 2007. RESERVA 1. EJERCICIO 4. OPCIÓN A"
Química,2007,Reactividad Orgánica,Reserva 2,Ejercicio 4 Opción B,"Indique los productos que se obtienen en cada una de las siguientes reacciones:
a) CH,CH=CH, + Cl, >
b) CH,CH=CH, + HCl >
c) CH,CH=CH, + 0, >
QUÍMICA. 2007. RESERVA 2. EJERCICIO 4. OPCIÓN B"
Química,2007,Reactividad Orgánica,Reserva 3,Ejercicio 4 Opción A,"Escriba:
a) Dos hidrocarburos saturados que sean isómeros de cadena entre sí.
b) Dos alcoholes que sean entre sí isómeros de posición.
c) Un aldehído que muestre isomería óptica.
QUIMICA. 2007. RESERVA 3. EJERCICIO 4. OPCIÓN A"
Química,2007,Reactividad Orgánica,Reserva 4,Ejercicio 4 Opción A,"Complete las siguientes reacciones químicas:
a) CH,CH, + O, >
KOoH
b) CH,CHOHCH, —>
etanol
c) CH=CH + 2Br, >
QUÍMICA. 2007. RESERVA 4. EJERCICIO 4. OPCIÓN A"
Química,2008,Reactividad Orgánica,Junio,Ejercicio 4 Opción A,"Indique el compuesto orgánico que se obtiene en las siguientes reacciones químicas:
a) CH, = CH, + Br, >
b) C.H, (benceno) + Cl, — 5
c) CH,CHCICH, — >
etanol
QUÍMICA. 2008. JUNIO EJERCICIO 4. OPCIÓN A"
Química,2008,Reactividad Orgánica,Reserva 1,Ejercicio 4 Opción B,"Dados los compuestos: (CH,), CHCOOCH,; CH,OCH, ; CH, = CHCHO
a) Identifique y nombre la función que presenta cada uno.
b) Razone si presentan isomería cis-trans.
c) Justifique si presentan isomería óptica. .
QUIMICA. 2008. RESERVA 1 EJERCICIO 4 OPCIÓN B"
Química,2008,Reactividad Orgánica,Reserva 2,Ejercicio 4 Opción A,"Para el compuesto CH,CH = CHCH; escriba:
a) La reacción con HBr.
b) La reacción de combustión.
c) Una reacción que produzca CH ,CH ,CH,CH,
QUÍMICA. 2008. RESERVA 2 EJERCICIO 4. OPCIÓN A"
Química,2008,Reactividad Orgánica,Reserva 4,Ejercicio 4 Opción A,"Para cada compuesto, formule:
a) Los isómeros cis-trans de CH ,CH,CH = CHCH,
b) Un isómero de función de CH ,OCH,CH,
c) Un isómero de posición del derivado bencénico C H ,Cl ,
QUÍMICA. 2008. RESERVA 4. EJERCICIO 4. OPCIÓN A"
Química,2008,Reactividad Orgánica,Septiembre,Ejercicio 4 Opción B,"Indique el producto que se obtiene en cada una de las siguientes reacciones:
a) CH,CH=CH,
b) CH,CH=CH,
+ C, >
+ HCl >
2504
c) C,H,(benceno) + HNO, —>
QUÍMICA. 2008. SEPTIEMBRE. EJERCICIO 4. OPCIÓN B"
Química,2009,Reactividad Orgánica,Junio,Ejercicio 4 Opción B,"Dados los compuestos CH,OH,CH,CH = CH, y CH,CH=CHCH;, indique razonadamente:
a) Los que puedan presentar enlace de hidrógeno.
b) Los que puedan experimentar reacciones de adición.
€) Los que puedan presentar isomería geométrica).
QUÍMICA. 2009. JUNIO. EJERCICIO 4. OPCIÓN B"
Química,2009,Reactividad Orgánica,Reserva 1,Ejercicio 4 Opcion A,"Indique los compuestos principales que se obtienen cuando el propeno reacciona con:
a) Agua en presencia de ácido sulfúrico
b) Cloro
c) Cloruro de hidrógeno
Escriba las reacciones correspondientes .
QUIMICA. 2009. RESERVA 1. EJERCICIO 4. OPCION A"
Química,2009,Reactividad Orgánica,Reserva 3,Ejercicio 4 Opción B,"b) Escriba la fórmula desarrollada de los isómeros que se forman.
) ¿Qué tipo de isomería presentan estos compuestos?
QUIMICA. 2009. RESERVA 3. EJERCICIO 4. OPCIÓN B"
Química,2009,Reactividad Orgánica,Reserva 4,Ejercicio 4 Opción A,"Complete las siguientes reacciones e indique el tipo al que pertenecen:
a) CH,CH, + O, >
2504
b) CH,CH,OH — >
calor
c) C,H,(benceno) + HNO, — >
QUÍMICA. 2009. RESERVA 4. EJERCICIO 4. OPCIÓN A"
Química,2009,Reactividad Orgánica,Septiembre,Ejercicio 4 Opción A,"Dado 1 mol de HC=C-CH,-CH; escriba el producto principal que se obtiene en la reacción
con:
a) Un mol de H,
b) Dos moles de Br,
e) Up mol de HCI .
QUIÍMICA. 2009. SEPTIEMBRE. EJERCICIO 4. OPCIÓN A"
Química,2010,Reactividad Orgánica,Reserva 1,Ejercicio 4 Opción B,"Indique los reactivos adecuados para realizar las siguientes transformaciones:
a) CH, —CH, -COOH > CH,-CH,COOCH,
b) CH, =CH-CH,CI + CH, -CH,-CH,a
c) CH, = CH—-CH,CI > CICH, —CHCI-CH,Cl
QUÍMICA. 2010. RESERVA 1. EJERCICIO 4. OPCIÓN B"
Química,2010,Reactividad Orgánica,Reserva 2,Ejercicio 4 Opción B,"Complete las siguientes reacciones e indique el tipo al que pertenecen:
a) CH, + , —
2504
b) CH, =CH, + H,O —*>
c) CH; —CH,OH + H,SO,(concentrado) —>
QUÍMICA. 2010. RESERVA 2. EJERCICIO 4. OPCIÓN B"
Química,2010,Reactividad Orgánica,Reserva 3,Ejercicio 4 Opción A,"Para el compuesto CH ,CH,CH = CHCOOH (ácido pent-2-enoico), escriba:
a) La fórmula de un isómero que contenga la función cetona.
b) La pareja de moléculas de este ácido que son isómeros cis-trans.
() Lf¡ fórmula de un isómero de cadena de este ácido. .
QUIÍMICA. 2010. RESERVA 3. EJERCICIO 4. OPCIÓN A"
Química,2010,Reactividad Orgánica,Reserva 4,Ejercicio 4 Opcion A,"a) Escriba la ecuación de la reacción de adición de un mol de cloro a un mol de etino.
b) Indique la fórmula desarrollada de los posibles isómeros obtenidos en el apartado anterior.
c€) ¿Qué tipo de isomería presentan los compuestos anteriores?
QUIÍMICA. 2010. RESERVA 4. EJERCICIO 4. OPCION A"
Química,2010,Reactividad Orgánica,Septiembre,Ejercicio 4 Opción A,"Dados los compuestos orgánicos: CH,OH, CH,CH=CH, y CH,CH=CHCH,, indique
razonadamente:
a) El que puede formar enlaces de hidrógeno.
b) Los que pueden experimentar reacciones de adición.
c) El que presenta isomería geométrica.
QUIÍMICA. 2010. SEPTIEMBRE. EJERCICIO 4. OPCIÓN A"
Química,2011,Reactividad Orgánica,Junio,Ejercicio 4 Opción A,"Dada la siguiente transformación química: HC =C-CH,CH, + xA >B
Justifique si las siguientes afirmaciones son verdaderas o falsas:
a) Cuando x=2 y A=CI, el producto B presenta isomería geométrica.
b) Cuando x=1 y A=H, el producto B presenta isomería geométrica.
c) Cuando x =1 y A =Br, el producto B presenta isomería geométrica.
QUÍMICA. 2011. JUNIO. EJERCICIO 4. OPCIÓN A"
Química,2011,Reactividad Orgánica,Reserva 1,Ejercicio 4 Opción B,"Dados los reactivos: H,, H,O/H,SO, y HBr, elija aquéllos que permitan realizar la
siguiente transformación química: CH, —CH, —CH=CH, > A, donde A es:
a) Un compuesto que puede formar enlaces de hidrógeno.
b) Un compuesto cuya combustión sólo produce CO, y agua.
c) Un compuesto que presenta isomería óptica.
Justifique las respuestas escribiendo las reacciones correspondientes.
QUIÍMICA. 2011. RESERVA 1. EJERCICIO 4. OPCIÓN B"
Química,2011,Reactividad Orgánica,Reserva 3,Ejercicio 4 Opción B,"a) Represente las fórmulas desarrolladas de los dos isómeros geométricos de
CH,CH=CHCH,
b) Escriba un isómero de función de CH ,CH,CHO
c) Razone si el compuesto CH ,CH ,CHOHCH , presenta isomería óptica.
QUÍMICA. 2011. RESERVA 3. EJERCICIO 4. OPCIÓN B"
Química,2011,Reactividad Orgánica,Reserva 4,Ejercicio 4 Opción A,"Escriba un compuesto que se ajuste a las siguientes condiciones:
a) Un alcohol primario de cuatro carbonos conteniendo átomos con hibridación sp”.
b) Un aldehído de tres carbonos conteniendo átomos con hibridación sp.
3
c) Un ácido carboxílico de tres carbonos que no contenga carbonos con hibridación sp”.
QUÍMICA. 2011. RESERVA 4. EJERCICIO 4. OPCIÓN A"
Química,2011,Reactividad Orgánica,Septiembre,Ejercicio 4 Opción A,"Escriba la fórmula desarrollada de cada uno de los siguientes compuestos y nombre el grupo
funcional que presentan.
a) CH,CH,CHO
b) CH,CH,CONH,
ce) CH,CH,COOCH,CH,;
QUÍMICA. 2011. SEPTIEMBRE. EJERCICIO 4. OPCIÓN A"
Química,2012,Reactividad Orgánica,Reserva 1,Ejercicio 4 Opción B,"Dados los siguientes compuestos: CH ,CH,CH = CH,;CH,CH,CHO ;CH,OCH,;
CH,CH=CHCH,; CH,CH,OH; CH ,COCH,. Indique:
a) Los que son isómeros de posición.
b) Los que presentan isomería geométrica.
c) Los que son isómeros de función.
QUIMICA. 2012. RESERVA 1. EJERCICIO 4. OPCIÓN B"
Química,2012,Reactividad Orgánica,Reserva 2,Ejercicio 4 Opcion A,"a) Escriba la reacción de adición de cloruro de hidrógeno a CH,CH,CH=CH,.
b) Escriba y ajuste la reacción de combustión del propano.
c) Escriba el compuesto que se obtiene cuando el cloro molecular se adiciona al metilpropeno.
QUIMICA. 2012. RESERVA 2. EJERCICIO 4. OPCION A"
Química,2012,Reactividad Orgánica,Reserva 3,Ejercicio 4 Opcion A,"Sean las fórmulas CH,CHCICH ,CH,OH y CH,CH= CHCH,; . Indique, razonadamente:
a) La que corresponda a dos compuestos que desvían en sentido contrario el plano de
polarización de la luz polarizada.
b) La que corresponda a dos isómeros geométricos.
c) La que corresponda a un compuesto que pueda formar enlaces de hidrógeno.
QUIMICA. 2012. RESERVA 3. EJERCICIO 4. OPCION A"
Química,2012,Reactividad Orgánica,Reserva 4,Ejercicio 4 Opción A,"Escriba la fórmula desarrollada de:
a) Dos compuestos que tengan la misma fórmula empírica.
b) Un alqueno que no presente isomería geométrica.
c) Un alcohol que presente isomería óptica.
QUIMICA. 2012. RESERVA 4. EJERCICIO 4. OPCIÓN A"
Química,2012,Reactividad Orgánica,Septiembre,Ejercicio 4 Opción B,"Dados los siguientes compuestos: CH,—CH=CH, yCH,-CH=CH-CH,, elija el más
adecuado para cada caso (justifique la respuesta):
a) El compuesto reacciona con H,O/H,SO, para dar otro compuesto que presenta isomería
óptica.
b) La combustión de 2 moles de compuesto producen 6 moles de CO,.
€) El compuesto reacciona con HBr para dar un compuesto que no presenta isomería óptica.
QUIMICA. 2012. SEPTIEMBRE. EJERCICIO 4. OPCIÓN B"
Química,2013,Reactividad Orgánica,Junio,Ejercicio 4 Opción B,"Sea la transformación química: A + Br, >C. Si reacciona 1 mol de Br,, indique
justificando la respuesta si las siguientes afirmaciones son verdaderas o falsas:
a) Cuando A es 1 mol de HC=C-CH,; el producto C no presenta isomería geométrica.
b) Cuando A es 1 mol de CH, =CH-CH; el producto C presenta isomería geométrica.
c) Cuando A es 0%5 mol de HC=C-CH, el producto C no presenta isomería geométrica.
QUÍMICA. 2013. JUNIO. EJERCICIO 4. OPCIÓN B"
Química,2013,Reactividad Orgánica,Reserva 2,Ejercicio 4 Opción A,"Escriba un compuesto que se ajuste a las siguientes condiciones:
a) Una amina secundaria de cuatro carbonos con un átomo de nitrógeno unido a un carbono
con hibridación sp* y que contenga átomos con hibridación sp”.
b) Un éter de tres carbonos conteniendo átomos con hibridación sp.
€) El isómero cis de un alcohol primario de cuatro carbonos.
QUIMICA. 2013. RESERVA 2. EJERCICIO 4. OPCIÓN A"
Química,2013,Reactividad Orgánica,Reserva 3,Ejercicio 4 Opción A,"a) Escriba la reacción de adición de Br,.
b) Escriba la reacción de combustión ajustada.
c) Escriba la reacción de deshidratación con H,SO, concentrado.
QUÍMICA. 2013. RESERVA 3. EJERCICIO 4. OPCIÓN A"
Química,2013,Reactividad Orgánica,Reserva 4,Ejercicio 4 Opción A,"Escriba para cada compuesto el isómero que corresponda:
a) Isómero de posición de CH,CHCICH;.
b) Isómero de cadena de CH ,CH,CH,CH,.
€) Isómero de función de CH ,CH,OH.
QUÍMICA. 2013. RESERVA 4. EJERCICIO 4. OPCIÓN A"
Química,2013,Reactividad Orgánica,Septiembre,Ejercicio 4 Opción B,"Dado el siguiente compuesto CH, —CH, - CHOH-CH;, diga justificando la respuesta si las
siguientes afirmaciones son verdaderas o falsas:
a) El compuesto reacciona con H,SO, concentrado para dar dos compuestos isómeros
geométricos.
b) El compuesto no presenta isomería óptica.
c) El compuesto adiciona H , para dar CH, —CH, —CH,—CH;
QUÍMICA. 2013. SEPTIEMBRE. EJERCICIO 4. OPCIÓN B"
Química,2014,Reactividad Orgánica,Junio,Ejercicio 4 Opción A,"Dado el siguiente compuesto CH ,CH = CHCH, , diga, justificando la respuesta, si las siguientes
afirmaciones son verdaderas o falsas:
a) El compuesto reacciona con Br, para dar dos compuestos isómeros geométricos.
b) El compuesto reacciona con HCI para dar un compuesto que no presenta isomería óptica.
c) El compuesto reacciona con H , para dar CH,C=CCH,.
QUÍMICA. 2014. JUNIO. EJERCICIO 4. OPCIÓN A"
Química,2014,Reactividad Orgánica,Reserva 1,Ejercicio 4 Opcion A,"Para el CH,CH ,CHOHCH, escriba:
a) Un isómero de posición.
b) Un isómero de función.
c) Up isómero de cadena. .
QUIMICA. 2014. RESERVA 1. EJERCICIO 4. OPCION A"
Química,2014,Reactividad Orgánica,Reserva 3,Ejercicio 4 Opción B,"Escriba los compuestos orgánicos mayoritarios que se esperan de las siguientes reacciones:
a) CH ,CH,CH(CH ,)»CH=CH, con H, en presencia de un catalizador.
b) Un mol de CH ,CH(CH ,)CH ,C = CH con dos moles de Br,.
c) Un mol de CH, = CHCH,CH,CH=CH, con dos moles de HBr.
QUÍMICA. 2014. RESERVA 3. EJERCICIO 4. OPCIÓN B"
Química,2014,Reactividad Orgánica,Reserva 4,Ejercicio 4 Opción A,"Dado el compuesto CH ,CH ,CH ,CH=CH,
a) Escriba la reacción de adición de Cl ,
b) Escriba la reacción de hidratación con disolución acuosa de H ,SO , que genera el producto
mayoritario.
c) Escriba la reacción de combustión ajustada.
QUIMICA. 2014. RESERVA 4. EJERCICIO 4. OPCIÓN A"
Química,2014,Reactividad Orgánica,Septiembre,Ejercicio 4 Opción B,"Escriba para cada compuesto el isómero que corresponda:
a) Isómero de cadena de CH,CHBrCH,CH;.
b) Isómero de función de CH ,COCH;.
c) Isómero de posición de CH, = CHCH,CH,
QUÍMICA. 2014. SEPTIEMBRE. EJERCICIO 4. OPCIÓN B"
