subject,year,topic,exam,exercise,statement
quiímica,2001,Ácido Base,Septiembre,Ejercicio 5 Opción A,"La constante K, del NH;, es igual a 1'8-107* a 25* C. Calcule: a) La concentración de las
especies iónicas en una disolución 0?2 M de amoniaco. b) El pH de la disolución y el grado de
disqciación del amoniaco. .
QUIÍMICA. 2001. SEPTIEMBRE. EJERCICIO 5. OPCIÓN A"
quiímica,2001,Ácido Base,Septiembre,Ejercicio 4 Opción B,"Razone la veracidad o falsedad de las siguientes afirmaciones: a) A igual molaridad, cuanto
más débil es un ácido menor es el pH de sus disoluciones. b) A un ácido fuerte le corresponde
una base conjugada débil. c) No existen disoluciones diluidas de un ácido fuerte.
QUIÍMICA. 2001. SEPTIEMBRE. EJERCICIO 4. OPCIÓN B"
química,2002,Ácido Base,Junio,Ejercicio 5 Opción A,"Sabiendo que la constante de ionización del ácido acético (K,) tiene un valor de 1'8:-1055,
calcule:
a) El grado de disociación.
b) El pH de una disolución 0701 M. de ácido acético (CH,COOH).
QUÍMICA. 2002. JUNIO. EJERCICIO 5. OPCIÓN A"
química,2002,Ácido Base,Junio,Ejercicio 4 Opción B,"Razone, mediante un ejemplo, si al disolver una sal en agua:
a) Se puede obtener una disolución de pH básico.
b) Se puede obtener una disolución de pH ácido.
c) Se puede obtener una disolución de pH neutro.
QUÍMICA. 2002. JUNIO. EJERCICIO 4. OPCIÓN B"
química,2002,Ácido Base,Reserva 1,Ejercicio 6 Opción A,"En una disolución acuosa de HNO, 0?2 M, calcule:
a) El grado de disociación del ácido.
b) El pH de la disolución.
Dato: K, =4'5-10-*.
QUÍMICA. 2002. RESERVA 1. EJERCICIO 6. OPCIÓN A"
quiímica,2002,Ácido Base,Reserva 1,Ejercicio 4 Opción B,"a) Qué volumen de una disolución 0?1 M de ácido clorhídrico se necesitará para neutralizar 50
mL de una disolución 005 M de hidróxido de sodio.
b) Escriba la reacción de neutralización.
c) Describa el procedimiento e indique el material necesario para llevar a cabo la valoración
anterior. .
QUIÍMICA. 2002. RESERVA 1. EJERCICIO 4. OPCIÓN B"
quimica,2002,Ácido Base,Reserva 2,Ejercicio 4 Opción B,"En 500 mL de una disolución acuosa 0?1 M de NaOH.
a) Cuál es la concentración de OH -.
b) Cuál es la concentración de H,O”.
c) Cpál es su pH. .
QUIMICA. 2002. RESERVA 2. EJERCICIO 4. OPCIÓN B"
quimica,2002,Ácido Base,Reserva 3,Ejercicio 3 Opcion A,"Dadas las siguientes especies químicas: H,O*, OH-, HCI, HCO;, NH, y HNO,, justifique,
según la teoría de Brónsted-Lowry:
a) Cuáles pueden actuar sólo como ácidos.
b) Cuáles pueden actuar sólo como bases.
c) Cuáles pueden actuar como ácidos y como bases.
QUIMICA. 2002. RESERVA 3. EJERCICIO 3. OPCION A"
quiímica,2002,Ácido Base,Reserva 3,Ejercicio 5 Opción B,"Calcule:
a) El pH de una disolución 0702 M de ácido nítrico y el de una disolución 0%05 M de NaOH.
b) El pH de la disolución que resulta al mezclar 75 mL de la disolución del ácido con 25 mL de
la disolución de la base. Suponga los volúmenes aditivos.
QUIÍMICA. 2002. RESERVA 3. EJERCICIO 5. OPCIÓN B"
química,2002,Ácido Base,Reserva 4,Ejercicio 4 Opción B,"En dos disoluciones de la misma concentración de dos ácidos débiles monopróticos HA y HB, se
comprueba que [A-] es mayor que la de[B]. Justifique la veracidad o falsedad de las
afirmaciones siguientes:
a) El ácido HA es más fuerte que HB.
b) El valor de la constante de disociación del ácido HA es menor que el valor de la constante de
disociación de HB.
c) El pH de la disolución del ácido HA es mayor que el pH de la disolución del ácido HB.
QUÍMICA. 2002. RESERVA 4. EJERCICIO 4. OPCIÓN B"
química,2002,Ácido Base,Septiembre,Ejercicio 4 Opción A,"a) El pH de una disolución de un ácido monoprótico (HA) de concentración 5-107* M es 23.
¿Se trata de un ácido fuerte o débil? Razone la respuesta.
b) Explique si el pH de una disolución acuosa de NH,Cl es mayor, menor o igual a siete.
QUÍMICA. 2002. SEPTIEMBRE. EJERCICIO 4. OPCIÓN A"
química,2003,Ácido Base,Junio,Ejercicio 4 Opción B,"a) ¿Qué significado tienen los términos fuerte y débil referidos a un ácido o a una base?
b) Si se añade agua a una disolución de pH = 4 ¿qué le ocurre a la concentración de H,O* ?
QUÍMICA. 2003. JUNIO. EJERCICIO 4. OPCIÓN B"
química,2003,Ácido Base,Reserva 1,Ejercicio 6 Opción A,"Se preparan 100 mL de disolución acuosa de HNO, que contienen 047 g de este ácido.
Calcule:
a) El grado de disociación del ácido nitroso.
b) El pH de la disolución.
Datos: K, (HNO,)=5'0-10""* . Masas atómicas: N = 14; O = 16; H =1.
QUÍMICA. 2003. RESERVA 1. EJERCICIO 6. OPCIÓN A"
quiímica,2003,Ácido Base,Reserva 1,Ejercicio 4 Opción B,"Considere cuatro disoluciones A, B, C y D caracterizadas por:
A: pH=4;B: [OH-]=10-*; C: [H;0 *]=107; D: pH=9.
a) Ordénelas de menor a mayor acidez.
b) Indique cuáles son ácidas, básicas o neutras.
QUIÍMICA. 2003. RESERVA 1. EJERCICIO 4. OPCIÓN B"
quimica,2003,Ácido Base,Reserva 2,Ejercicio 4 Opcion A,"Dadas las especies en disolución acuosa: NH;; CH,COOH, HCO; y OH-
a) Justifique el comportamiento como ácido y/o base de cada una de ellas, según la teoría de
Bronsted-Lowry.
b) Indique cuál es el par conjugado en cada caso. .
QUIMICA. 2003. RESERVA 2. EJERCICIO 4. OPCION A"
química,2003,Ácido Base,Reserva 3,Ejercicio 3 Opción A,"Justifique si las siguientes afirmaciones son correctas:
a) El ión HSO; puede actuar como ácido según la teoría de Arrhenius.
b) El ión COZ es una base según la teoría de Brónsted y Lowry.
QUÍMICA. 2003. RESERVA 3. EJERCICIO 3. OPCIÓN A"
quimica,2003,Ácido Base,Reserva 3,Ejercicio 5 Opción B,"Se dispone de 80 mL de una disolución acuosa de NaOH 0%8 M. Calcule:
a) El volumen de agua que hay que añadir para que la concentración de la nueva disolución sea
075 M. Suponga que los volúmenes son aditivos.
b) El p H de la disolución 0”5 M.
QUIMICA. 2003. RESERVA 3. EJERCICIO 5. OPCIÓN B"
química,2003,Ácido Base,Reserva 4,Ejercicio 6 Opción A,"En una disolución acuosa 0%01 M de ácido cloroacético (CICH,COOH), éste se encuentra
disociado en un 31 %. Calcule:
a) La constante de disociación del ácido.
b) El pH de esa disolución.
QUÍMICA. 2003. RESERVA 4. EJERCICIO 6. OPCIÓN A"
quiímica,2003,Ácido Base,Reserva 4,Ejercicio 4 Opción B,"De acuerdo con la teoría de Brónsted-Lowry, indique cuáles de las siguientes especies:
HSO;, HNO; , S* , NH, , H,O y H,0*.
a) Actúan sólo como ácido.
b) Actúan sólo como base.
€) Actúan como ácido y base.
QUIÍMICA. 2003. RESERVA 4. EJERCICIO 4. OPCIÓN B"
química,2003,Ácido Base,Septiembre,Ejercicio 5 Opción A,"En 50 mL de una disolución acuosa de HCI 0%05 M se disuelven 15 g de NaCI. Suponiendo que
no se altera el volumen de la disolución, calcule:
a) La concentración de cada uno de los iones.
b) El pH de la disolución.
Masas atómicas: Na = 23; Cl =35""5. .
QUÍMICA. 2003. SEPTIEMBRE. EJERCICIO 5. OPCIÓN A"
quimica,2003,Ácido Base,Septiembre,Ejercicio 4 Opción B,"De los ácidos débiles HNO, y HCN, el primero es más fuerte que el segundo.
a) Escriba sus reacciones de disociación en agua, especificando cuáles son sus bases conjugadas.
b) Indique, razonadamente, cuál de las dos bases conjugadas es la más fuerte.
QUIMICA. 2003. SEPTIEMBRE. EJERCICIO 4. OPCIÓN B"
quimica,2004,Ácido Base,Junio,Ejercicio 3 Opción A,"De las siguientes especies químicas: H,O*; HCO;;CO;” ; H,O; NH,; NH;*, explique según la
teoría de Brónsted-Lowry:
a) Cuáles pueden actuar sólo como ácido.
b) Cuáles sólo como base.
c) Cuáles como ácido y como base.
QUIMICA. 2004. JUNIO. EJERCICIO 3. OPCIÓN A"
química,2004,Ácido Base,Junio,Ejercicio 5 Opción B,"Se disuelven 0?86 g de Ba(OH), en la cantidad de agua necesaria para obtener 0?1 L de
disolución.
Calcule:
a) Las concentraciones de las especies OH” y Ba”* en la disolución.
b) El pH de la disolución.
Masas atómicas: Ba = 137; O = 16; H =1.
QUÍMICA. 2004. JUNIO. EJERCICIO 5. OPCIÓN B"
quiímica,2004,Ácido Base,Reserva 1,Ejercicio 6 Opción A,"Un ácido monoprótico, HA, en disolución acuosa de concentración 0703 M, se encuentra
ionizado en un 5 %. Calcule:
a) El pH de la disolución.
b) La constante de ionización del ácido.
QUIÍMICA. 2004. RESERVA 1. EJERCICIO 6. OPCIÓN A"
química,2004,Ácido Base,Reserva 1,Ejercicio 4 Opción B,"Calcule los datos necesarios para completar la tabla siguiente e indique, en cada caso, si la
disolución es ácida o básica.
PH — [H,0*](M) | [OH-](M)
1
2-10*
2-10%
QUÍMICA. 2004. RESERVA 1. EJERCICIO 4. OPCIÓN B"
quimica,2004,Ácido Base,Reserva 2,Ejercicio 4 Opción B,"a) Explique el procedimiento a seguir, indicando el material de laboratorio necesario, para
preparar 250 mL de una disolución acuosa 072 M de NaOH (masa molecular = 40).
b) ¿Cuál es la concentración de OH-?
€) ¿Cuál es su pH? .
QUIMICA. 2004. RESERVA 2. EJERCICIO 4. OPCIÓN B"
química,2004,Ácido Base,Reserva 3,Ejercicio 6 Opcióon A,"a) Calcule los gramos de NaOH necesarios para preparar 250 mL de una disolución cuyo pH
sea 12.
b) ¿Qué volumen de una disolución de ácido clorhídrico 0%2 M será necesario para neutralizar
50 mL de la disolución de NaOH anterior?
Magas atómicas: Na = 23; O = 16; H =1. .
QUÍMICA. 2004. RESERVA 3. EJERCICIO 6. OPCIÓON A"
química,2004,Ácido Base,Reserva 3,Ejercicio 4 Opción B,"Complete los siguientes equilibrios ácido-base identificando, de forma razonada, los pares
conjugados:
+ HO 2 CO0;” + H,0o*
b) NH,* + OH” 2 HO +
c) F- + H,0O 722 OH-
QUÍMICA. 2004. RESERVA 3. EJERCICIO 4. OPCIÓN B"
química,2004,Ácido Base,Reserva 4,Ejercicio 6 Opción A,"Se añaden 7 g de amoníaco a la cantidad de agua necesaria para obtener 500 mL de disolución.
a) Calcule el pH de la disolución.
b) Calcule el grado de disociación del amoníaco.
Datos: K , (NH,)=1'8:10 -5.Masas atómicas : N = 14;H =1.
QUÍMICA. 2004. RESERVA 4. EJERCICIO 6. OPCIÓN A"
química,2004,Ácido Base,Reserva 4,Ejercicio 4 Opción B,"Justifique el carácter ácido, básico o neutro de las disoluciones acuosas de las siguientes sales:
a) KCI.
b) NH,CI.
QUÍMICA. 2004. RESERVA 4. EJERCICIO 4. OPCIÓN B"
química,2004,Ácido Base,Septiembre,Ejercicio 5 Opción A,"El pH de una disolución de ácido acético (CH,COOH) es 29. Calcule:
a) La molaridad de la disolución.
b) El grado de disociación del ácido acético en dicha disolución.
Datos: K, (CH,COOH)=1'8:10-5.
QUÍMICA. 2004. SEPTIEMBRE. EJERCICIO 5. OPCIÓN A"
química,2004,Ácido Base,Septiembre,Ejercicio 4 Opción B,"a) El pH de una disolución de un ácido monoprótico (HA) de concentración 5-10-? M es 23.
¿Se trata de un ácido fuerte o débil? Razone su respuesta.
b) Razone si el pH de una disolución acuosa de CH,COONa es mayor, menor o igual a7.
QUÍMICA. 2004. SEPTIEMBRE. EJERCICIO 4. OPCIÓN B"
química,2005,Ácido Base,Junio,Ejercicio 3 Opción A,"Calcule el pH de las siguientes disoluciones acuosas:
a) 100 mL de HCI 0%2 M
b) 100 mL de Ca(OH), 025 M.
QUÍMICA. 2005. JUNIO. EJERCICIO 3. OPCIÓN A"
quimica,2005,Ácido Base,Junio,Ejercicio 5 Opción B,"Una disolución acuosa de amoniaco 0”1 M tiene un pH de 11”11. Calcule:
a) La constante de disociación del amoniaco.
b) El grado de disociación del amoniaco. .
QUIMICA. 2005. JUNIO. EJERCICIO 5. OPCIÓN B"
quimica,2005,Ácido Base,Reserva 1,Ejercicio 6 Opción A,"Al disolver 023 g de HCOOH en 50 mL de agua se obtiene una disolución de pH igual a 273.
Calcule:
a) La constante de disociación de dicho ácido.
b) El grado de disociación del mismo.
Masas atómicas: C = 12; O = 16; H =1. .
QUIMICA. 2005. RESERVA 1. EJERCICIO 6. OPCIÓN A"
quimica,2005,Ácido Base,Reserva 2,Ejercicio 6 Opción A,"Se mezclan 250 mL de una disolución 0%25 M de NaOH con 150 mL de otra disolución 05
molar de la misma base. Calcule: a) La concentración, en gramos por litro, de la disolución
resultante. b) El pH de la disolución final. Masas atón3icas: Na = 23; O =16; H =1.
QUIMICA. 2005. RESERVA 2 EJERCICIO 6 OPCIÓN A"
quimica,2005,Ácido Base,Reserva 2,Ejercicio 4 Opción B,"a) Explique por qué el CH ,COONa genera pH básico en disolución acuosa. b) Indique cuál es
el ácido conjugado de las siguientes especies, cuando actúan como base en medio acuoso: NH ,,
H,O , OH-.
QUIMICA. 2005. RESERVA 2 EJERCICIO 4 OPCIÓN B"
quimica,2005,Ácido Base,Reserva 3,Ejercicio 6 Opción A,"El ácido benzoico (C,H.COOH) es un buen conservante de alimentos ya que inhibe el
desarrollo microbiano, siempre y cuando el medio posea un pH inferior a 5. Calcule:
a) Si una disolución acuosa de ácido benzoico de concentración 61 g/L es adecuada como
conservante.
b) El grado de disociación del ácido en disolución.
Datos: K ,(C,H-,COOH) = 6'5:10. Masas atómicas: C = 12; 0=16; H=1.
QUIMICA. 2005. RESERVA 3 EJERCICIO 6 OPCIÓN A"
quimica,2005,Ácido Base,Reserva 3,Ejercicio 4 Opción B,"Complete los siguientes equilibrios ácido-base e identifique los pares conjugados, según la
teoría de Brónsted-Lowry:
a) CO; + H,0* >
b) NH; + HO 2>
c) NO; + HO 7>
QUIMICA. 2005. RESERVA 3 EJERCICIO 4 OPCIÓN B"
quimica,2005,Ácido Base,Reserva 4,Ejercicio 4 Opción B,"a) Escriba el equilibrio de ionización y la expresión de K , para una disolución acuosa de NH;.
b) Justifique cualitativamente el carácter ácido, básico o neutro que tendrá una disolución
acuosa de KCN, siendo K , (HCN)=6'2-10"". c) Indique todas las especies químicas presentes
en una disolución acuosa de HCI. .
QUIMICA. 2005. RESERVA 4 EJERCICIO 4 OPCIÓN B"
quiímica,2005,Ácido Base,Septiembre,Ejercicio 5 Opcióon A,"Una disolución acuosa 0?1 M de un ácido HA, posee una concentración de protones de 0703
mol/L. Calcule: a) El valor de la constante K, del ácido y el pH de esa disolución. b) La
concentración del ácido en la disolución para que el pH sea 0.
QUIÍMICA. 2005. SEPTIEMBRE. EJERCICIO 5. OPCIÓON A"
quiímica,2005,Ácido Base,Septiembre,Ejercicio 4 Opción B,"Razone y, en su caso, ponga un ejemplo si al disolver una sal en agua se puede obtener: a) Una
disolución de pH básico. b) Una disolución de pH ácido. —
QUIÍMICA. 2005. SEPTIEMBRE. EJERCICIO 4. OPCIÓN B"
química,2006,Ácido Base,Junio,Ejercicio 4 Opción A,"Utilizando la teoría de Brónsted-Lowry, justifique el carácter ácido, básico o neutro de las
disoluciones acuosas de las siguientes especies:
a) CO,”.
b) C1.
c) NH;.
QUÍMICA. 2006. JUNIO. EJERCICIO 4. OPCIÓN A"
quimica,2006,Ácido Base,Reserva 1,Ejercicio 6 Opción A,"A 25 C, una disolución de amoniaco contiene 0717 g de este compuesto por litro y está ionizado
en un 424 %. Calcule:
a) La constante de ionización del amoniaco a la temperatura mencionada.
b) El pH de la disolución.
Masas atómicas: N = 14; H =1. .
QUIMICA. 2006. RESERVA 1. EJERCICIO 6. OPCIÓN A"
quimica,2006,Ácido Base,Reserva 1,Ejercicio 4 Opción B,"a) ¿Cuál es la concentración de H ,O* en 200 mL de una disolución acuosa 0?1 M de HCI?
b) ¿Cuál es el pH?
€) ¿Cuál será el pH de la disolución que resulta al diluir con agua la anterior hasta un litro?
QUIMICA. 2006. RESERVA 1. EJERCICIO 4. OPCIÓN B"
química,2006,Ácido Base,Reserva 2,Ejercicio 6 Opción A,"En una disolución de un ácido monoprótico, HA, de concentración 0?1 M, el ácido se encuentra
disociado en un 173 %. Calcule:
a) El pH de la disolución.
b) El valor de la constante K , del ácido.
QUÍMICA. 2006. RESERVA 2. EJERCICIO 6. OPCIÓN A"
química,2006,Ácido Base,Reserva 2,Ejercicio 4 Opción B,"que actúan como ácido o como base, así como sus correspondientes pares conjugados:
a) HCl + H,0O >
b) NH, + H,O 2
c) NH; + H,0O
QUÍMICA. 2006. RESERVA 2. EJERCICIO 4. OPCIÓN B"
quimica,2006,Ácido Base,Reserva 3,Ejercicio 6 Opción A,"a) Calcule el volumen de agua que hay que añadir a 100 mL de una disolución 0%5 M de NaOH
para que sea 0”3 M.
b) Si a 50 mL de una disolución 0%3 M de NaOH añadimos 50 mL de otra de HCI 0?1 M, ¿qué
pH tendrá la disolución resultante? Suponga que los volámenes son aditivos.
QUIMICA. 2006. RESERVA 3. EJERCICIO 6. OPCIÓN A"
quimica,2006,Ácido Base,Reserva 3,Ejercicio 4 Opción B,"Justifique, mediante la formulación de las ecuaciones correspondientes, el carácter ácido,
básico o neutro que presentarían las disoluciones acuosas de las siguientes sustancias:
a) Cloruro de sodio.
b) Cloruro de amonio.
c) Apetato de sodio. .
QUIMICA. 2006. RESERVA 3. EJERCICIO 4. OPCIÓN B"
química,2006,Ácido Base,Reserva 4,Ejercicio 5 Opcióon A,"El p H de un litro de una disolución acuosa de hidróxido de sodio es 13. Calcule:
a) Los gramos de hidróxido sódico utilizados para prepararla.
b) El volumen de agua que hay que añadir a un litro de la disolución anterior para que su pH
sea 12.
Magas atómicas: Na = 23; O = 16; H=1. .
QUÍMICA. 2006. RESERVA 4. EJERCICIO 5. OPCIÓON A"
quimica,2006,Ácido Base,Reserva 4,Ejercicio 4 Opción B,"a) Describa el procedimiento e indique el material necesario para preparar 500 mL de una
disolución acuosa de hidróxido de sodio 07001 M a partir de otra 071 M.
b) ¿Cuál es el pH de la disolución preparada? .
QUIMICA. 2006. RESERVA 4. EJERCICIO 4. OPCIÓN B"
química,2006,Ácido Base,Septiembre,Ejercicio 3 Opción A,"a) ¿Cuál es el pH de 100 mL de una disolución acuosa de NaOH 001 M?.
b) Si añadimos agua a la disolución anterior hasta un volumen de un litro ¿cuál será su pH?.
QUÍMICA. 2006. SEPTIEMBRE. EJERCICIO 3. OPCIÓN A"
química,2006,Ácido Base,Septiembre,Ejercicio 5 Opción B,"Se tiene una disolución acuosa de CH,COOH 005 M. Calcule:
a) El grado de disociación del ácido acético.
b) El pH de la disolución.
Dato: K, =1'8-10
QUÍMICA. 2006. SEPTIEMBRE. EJERCICIO 5. OPCIÓN B"
quiímica,2007,Ácido Base,Junio,Ejercicio 3 Opción A,"Considere cuatro disoluciones A, B, C y D caracterizadas por:
A:[0H-]=10-""; B:pH=3; C:pH=10; D:[H,0*]=107
a) Ordénelas de menor a mayor acidez
b) Indique razonadamente cuáles son ácidas, básicas o neutras
QUIÍMICA. 2007. JUNIO EJERCICIO 3. OPCIÓN A"
quimica,2007,Ácido Base,Reserva 1,Ejercicio 6 Opcion A,"a) Calcule el pH de una disolución de HCIO , 0%03 M y de una disolución 0705 M de NaOH.
b) Calcule el pH de la disolución obtenida al mezclar 50 mL de cada una de las disoluciones
anteriores. Suponga que los volúmenes son aditivos. .
QUIMICA. 2007. RESERVA 1. EJERCICIO 6. OPCION A"
quimica,2007,Ácido Base,Reserva 1,Ejercicio 4 Opción B,"Justifique si las siguientes afirmaciones son verdaderas o falsas:
a) En las disoluciones acuosas de las bases débiles, éstas se encuentran totalmente disociadas.
b) Un ácido débil es aquél cuyas disoluciones son diluidas.
QUIMICA. 2007. RESERVA 1. EJERCICIO 4. OPCIÓN B"
química,2007,Ácido Base,Reserva 2,Ejercicio 4 Opción A,"Escriba las reacciones de hidrólisis de las siguientes sales e indique si el pH resultante será
ácido, básico o neutro:
a) NaCN ( HCN es un ácido débil).
b) KCI.
c) NH,CI.
QUÍMICA. 2007. RESERVA 2. EJERCICIO 4. OPCIÓN A"
quiímica,2007,Ácido Base,Reserva 3,Ejercicio 6 Opcion A,"concentración de H ,O* es 0%003 M. Calcule:
a) El grado de disociación del ácido en disolución.
b) El valor de la constante K ,.
Magas atómicas: C = 12; H=1; 0O =16. .
QUIÍMICA. 2007. RESERVA 3. EJERCICIO 6. OPCION A"
química,2007,Ácido Base,Reserva 3,Ejercicio 4 Opción B,"a) CO7 + HOO Z>
b) NH; + OH-
z HCN + OH-
QUÍMICA. 2007. RESERVA 3. EJERCICIO 4. OPCIÓN B"
quimica,2007,Ácido Base,Reserva 4,Ejercicio 5 Opcion A,"Una disolución acuosa de ácido cianhídrico (HCN) 0?%01 M tiene un pH
a) La concentración de todas las especies químicas presentes.
de 5”6. Calcule:
b) El grado de disociación del HCN y el valor de su constante de acidez.
QUIMICA. 2007. RESERVA 4. EJERCICIO 5. OPCION A"
química,2007,Ácido Base,Reserva 4,Ejercicio 4 Opción B,"a) Justifique, mediante la reacción correspondiente, el pH ácido de una disolución acuosa de
NH,Cl.
b) Indique cuál es el ácido conjugado de las siguientes especies cuando actúan como base en
medio acuoso: HCO ; , H,O y CH,C0O”.
QUÍMICA. 2007. RESERVA 4. EJERCICIO 4. OPCIÓN B"
