year|subject|topic|exam|exercise|exercise_type
2007|química|termoquimica|Reserva 1|Ejercicio 5 Opción A|cálculo de la entalpía (energía de enlace)
2007|química|termoquimica|Reserva 2|Ejercicio 3 Opción B|verdadero o falso
2007|química|termoquimica|Reserva 3|Ejercicio 5 Opción A|cálculo de la entalpía (formación)
2007|química|termoquimica|Reserva 4|Ejercicio 5 Opción B|estudio de espontaneidad
2007|química|termoquimica|Septiembre|Ejercicio 4 Opción A|verdadero o falso
2007|química|termoquimica|Septiembre|Ejercicio 6 Opción B|reacción de combustión
2007|química|termoquimica|Junio|Ejercicio 6 Opción A|cálculo de la entalpía (ley de Hess)
2007|química|termoquimica|Reserva 1|Ejercicio 5 Opción A|cálculo de la entalpía (energía de enlace)
2007|química|termoquimica|Reserva 2|Ejercicio 3 Opción B|verdadero o falso
2007|química|termoquimica|Reserva 3|Ejercicio 5 Opción A|cálculo de la entalpía (formación)
2007|química|termoquimica|Reserva 4|Ejercicio 5 Opción B|estudio de espontaneidad
2007|química|termoquimica|Septiembre|Ejercicio 4 Opción A|verdadero o falso
2007|química|termoquimica|Septiembre|Ejercicio 6 Opción B|reacción de combustión
2008|química|termoquimica|Junio|Ejercicio 5 Opción A|cálculo de la entalpía (formación)
2008|química|termoquimica|Reserva 1|Ejercicio 3 Opcion B|verdadero o falso
2008|química|termoquimica|Reserva 2|Ejercicio 5 Opción B|cálculo de la entalpía (formación)
2008|química|termoquimica|Reserva 3|Ejercicio 4 Opción A|verdadero o falso
2008|química|termoquimica|Reserva 3|Ejercicio 6 Opción B|estudio de espontaneidad
2008|química|termoquimica|Reserva 4|Ejercicio 5 Opción A|cálculo de la entalpía (ley de Hess)
2008|química|termoquimica|Septiembre|Ejercicio 6 Opción A|cálculo de la entalpía (energía de enlace)
2008|química|termoquimica|Junio|Ejercicio 5 Opción A|cálculo de la entalpía (formación)
2008|química|termoquimica|Reserva 1|Ejercicio 3 Opcion B|verdadero o falso
2008|química|termoquimica|Reserva 2|Ejercicio 5 Opción B|cálculo de la entalpía (formación)
2008|química|termoquimica|Reserva 3|Ejercicio 4 Opción A|verdadero o falso
2008|química|termoquimica|Reserva 3|Ejercicio 6 Opción B|estudio de espontaneidad
2008|química|termoquimica|Reserva 4|Ejercicio 5 Opción A|cálculo de la entalpía (ley de Hess)
2008|química|termoquimica|Septiembre|Ejercicio 6 Opción A|cálculo de la entalpía (energía de enlace)
2009|química|termoquimica|Junio|Ejercicio 6 Opción A|reacción de combustión
2009|química|termoquimica|Reserva 1|Ejercicio 5 Opción B|reacción de combustión
2009|química|termoquimica|Reserva 2|Ejercicio 4 Opción A|estudio de espontaneidad
2009|química|termoquimica|Reserva 2|Ejercicio 6 Opción B|reacción de combustión
2009|química|termoquimica|Reserva 3|Ejercicio 3 Opción B|Qv y Qp
2009|química|termoquimica|Reserva 4|Ejercicio 5 Opcion A|cálculo de la entalpía (ley de Hess)
2009|química|termoquimica|Septiembre|Ejercicio 5 Opción A|cálculo de la entalpía (ley de Hess)
2009|química|termoquimica|Junio|Ejercicio 6 Opción A|reacción de combustión
2009|química|termoquimica|Reserva 1|Ejercicio 5 Opción B|reacción de combustión
2009|química|termoquimica|Reserva 2|Ejercicio 4 Opción A|estudio de espontaneidad
2009|química|termoquimica|Reserva 2|Ejercicio 6 Opción B|reacción de combustión
2009|química|termoquimica|Reserva 3|Ejercicio 3 Opción B|Qv y Qp
2009|química|termoquimica|Reserva 4|Ejercicio 5 Opcion A|cálculo de la entalpía (ley de Hess)
2009|química|termoquimica|Septiembre|Ejercicio 5 Opción A|cálculo de la entalpía (ley de Hess)
2010|química|termoquimica|Junio|Ejercicio 4 Opción A|verdadero o falso
2010|química|termoquimica|Junio|Ejercicio 6 Opción B|cálculo de energía libre de Gibbs
2010|química|termoquimica|Reserva 1|Ejercicio 3 Opción B|estudio de espontaneidad
2010|química|termoquimica|Reserva 2|Ejercicio 6 Opción A|cálculo de la entalpía (formación)
2010|química|termoquimica|Reserva 3|Ejercicio 5 Opción A|Qv y Qp
2010|química|termoquimica|Reserva 4|Ejercicio 5 Opción A|cálculo de la entalpía (formación)
2010|química|termoquimica|Septiembre|Ejercicio 5 Opción B|cálculo de la entalpía (energía de enlace)
2010|química|termoquimica|Junio|Ejercicio 4 Opción A|verdadero o falso
2010|química|termoquimica|Junio|Ejercicio 6 Opción B|cálculo de energía libre de Gibbs
2010|química|termoquimica|Reserva 1|Ejercicio 3 Opción B|estudio de espontaneidad
2010|química|termoquimica|Reserva 2|Ejercicio 6 Opción A|cálculo de la entalpía (formación)
2010|química|termoquimica|Reserva 3|Ejercicio 5 Opción A|Qv y Qp
2010|química|termoquimica|Reserva 4|Ejercicio 5 Opción A|cálculo de la entalpía (formación)
2010|química|termoquimica|Septiembre|Ejercicio 5 Opción B|cálculo de la entalpía (energía de enlace)
2011|química|termoquimica|Junio|Ejercicio 5 Opción B|Qv y Qp
2011|química|termoquimica|Reserva 1|Ejercicio 6 Opción A|estudio de espontaneidad
2011|química|termoquimica|Reserva 2|Ejercicio 4 Opción A|cálculo cualitativo de entropía
2011|química|termoquimica|Reserva 2|Ejercicio 6 Opción B|estudio de espontaneidad
2011|química|termoquimica|Reserva 3|Ejercicio 3 Opción B|verdadero o falso
2011|química|termoquimica|Reserva 4|Ejercicio 5 Opción A|cálculo de la entalpía (formación)
2011|química|termoquimica|Septiembre|Ejercicio 5 Opción A|cálculo de la entalpía (ley de Hess)
2011|química|termoquimica|Junio|Ejercicio 5 Opción B|Qv y Qp
2011|química|termoquimica|Reserva 1|Ejercicio 6 Opción A|estudio de espontaneidad
2011|química|termoquimica|Reserva 2|Ejercicio 4 Opción A|cálculo cualitativo de entropía
2011|química|termoquimica|Reserva 2|Ejercicio 6 Opción B|estudio de espontaneidad
2011|química|termoquimica|Reserva 3|Ejercicio 3 Opción B|verdadero o falso
2011|química|termoquimica|Reserva 4|Ejercicio 5 Opción A|cálculo de la entalpía (formación)
2011|química|termoquimica|Septiembre|Ejercicio 5 Opción A|cálculo de la entalpía (ley de Hess)
2012|química|termoquimica|Junio|Ejercicio 4 Opción A|cálculo cualitativo de entropía
2012|química|termoquimica|Junio|Ejercicio 6 Opción B|cálculo de energía libre de Gibbs
2012|química|termoquimica|Reserva 1|Ejercicio 3 Opción B|verdadero o falso
2012|química|termoquimica|Reserva 2|Ejercicio 5 Opción B|cálculo de la entalpía (ley de Hess)
2012|química|termoquimica|Reserva 3|Ejercicio 5 Opción A|cálculo de la entalpía (formación)
2012|química|termoquimica|Reserva 4|Ejercicio 5 Opción A|cálculo de la entalpía (formación)
2012|química|termoquimica|Septiembre|Ejercicio 6 Opción A|energía interna
2012|química|termoquimica|Septiembre|Ejercicio 3 Opción B|diagramas entálpicos
2012|química|termoquimica|Junio|Ejercicio 4 Opción A|cálculo cualitativo de entropía
2012|química|termoquimica|Junio|Ejercicio 6 Opción B|cálculo de energía libre de Gibbs
2012|química|termoquimica|Reserva 1|Ejercicio 3 Opción B|verdadero o falso
2012|química|termoquimica|Reserva 2|Ejercicio 5 Opción B|cálculo de la entalpía (ley de Hess)
2012|química|termoquimica|Reserva 3|Ejercicio 5 Opción A|cálculo de la entalpía (formación)
2012|química|termoquimica|Reserva 4|Ejercicio 5 Opción A|cálculo de la entalpía (formación)
2012|química|termoquimica|Septiembre|Ejercicio 6 Opción A|energía interna
2012|química|termoquimica|Septiembre|Ejercicio 3 Opción B|diagramas entálpicos
2013|química|termoquimica|Junio|Ejercicio 6 Opción A|cálculo de la entalpía (formación)
2013|química|termoquimica|Reserva 1|Ejercicio 4 Opción A|energía interna
2013|química|termoquimica|Reserva 2|Ejercicio 5 Opción A|reacción de combustión
2013|química|termoquimica|Reserva 3|Ejercicio 5 Opción B|Qv y Qp
2013|química|termoquimica|Reserva 4|Ejercicio 5 Opción A|cálculo de la entalpía (ley de Hess)
2013|química|termoquimica|Septiembre|Ejercicio 3 Opción B|Qv y Qp
2013|química|termoquimica|Junio|Ejercicio 6 Opción A|cálculo de la entalpía (formación)
2013|química|termoquimica|Reserva 1|Ejercicio 4 Opción A|energía interna
2013|química|termoquimica|Reserva 2|Ejercicio 5 Opción A|reacción de combustión
2013|química|termoquimica|Reserva 3|Ejercicio 5 Opción B|Qv y Qp
2013|química|termoquimica|Reserva 4|Ejercicio 5 Opción A|cálculo de la entalpía (ley de Hess)
2013|química|termoquimica|Septiembre|Ejercicio 3 Opción B|Qv y Qp
2014|química|termoquimica|Junio|Ejercicio 5 Opción A|cálculo de la entalpía (formación)
2014|química|termoquimica|Reserva 1|Ejercicio 5 Opción B|Qv y Qp
2014|química|termoquimica|Reserva 2|Ejercicio 4 Opción A|Qv y Qp
2014|química|termoquimica|Reserva 2|Ejercicio 6 Opción B|cálculo de la entalpía (formación)
2014|química|termoquimica|Reserva 3|Ejercicio 3 Opción B|estudio de espontaneidad
2014|química|termoquimica|Reserva 4|Ejercicio 5 Opción A|cálculo de la entalpía (energía de enlace)
2014|química|termoquimica|Septiembre|Ejercicio 6 Opción A|cálculo de la entalpía (ley de Hess)
2014|química|termoquimica|Junio|Ejercicio 5 Opción A|cálculo de la entalpía (formación)
2014|química|termoquimica|Reserva 1|Ejercicio 5 Opción B|Qv y Qp
2014|química|termoquimica|Reserva 2|Ejercicio 4 Opción A|Qv y Qp
2014|química|termoquimica|Reserva 2|Ejercicio 6 Opción B|cálculo de la entalpía (formación)
2014|química|termoquimica|Reserva 3|Ejercicio 3 Opción B|estudio de espontaneidad
2014|química|termoquimica|Reserva 4|Ejercicio 5 Opción A|cálculo de la entalpía (energía de enlace)
2014|química|termoquimica|Septiembre|Ejercicio 6 Opción A|cálculo de la entalpía (ley de Hess)
2015|química|termoquimica|Junio|Ejercicio 6 Opción B|cálculo de la entalpía (formación)
2015|química|termoquimica|Reserva 1|Ejercicio 3 Opción B|verdadero o falso
2015|química|termoquimica|Reserva 2|Ejercicio 6 Opción A|cálculo de la entalpía (ley de Hess)
2015|química|termoquimica|Reserva 3|Ejercicio 5 Opción B|cálculo de la entalpía (ley de Hess)
2015|química|termoquimica|Reserva 4|Ejercicio 5 Opción A|cálculo de la entalpía (energía de enlace)
2015|química|termoquimica|Septiembre|Ejercicio 5 Opción A|Qv y Qp
2015|química|termoquimica|Junio|Ejercicio 6 Opción B|cálculo de la entalpía (formación)
2015|química|termoquimica|Reserva 1|Ejercicio 3 Opción B|verdadero o falso
2015|química|termoquimica|Reserva 2|Ejercicio 6 Opción A|cálculo de la entalpía (ley de Hess)
2015|química|termoquimica|Reserva 3|Ejercicio 5 Opción B|cálculo de la entalpía (ley de Hess)
2015|química|termoquimica|Reserva 4|Ejercicio 5 Opción A|cálculo de la entalpía (energía de enlace)
