year|subject|topic|exam|exercise|exercise_type
2017|química|enlace_quimico|Reserva 2|Ejercicio 2 Opción B|verdadero o falso
2017|química|enlace_quimico|Reserva 3|Ejercicio 2 Opción A|puentes de hidrógeno
2017|química|enlace_quimico|Reserva 4|Ejercicio 3 Opcion A|propiedades del tipo de enlace
2017|química|enlace_quimico|Septiembre|Ejercicio 3 Opción B|propiedades del tipo de enlace
2018|química|enlace_quimico|Junio|Ejercicio 3 Opción B|geometría
2018|química|enlace_quimico|Reserva 1|Ejercicio 2 Opción B|hibridación
2018|química|enlace_quimico|Reserva 2|Ejercicio 3 Opción B|tipo de enlace
2018|química|enlace_quimico|Reserva 3|Ejercicio 2 Opción B|propiedades del tipo de enlace
2018|química|enlace_quimico|Reserva 4|Ejercicio 2 Opción A|geometría
2018|química|enlace_quimico|Septiembre|Ejercicio 3 Opción A|propiedades del tipo de enlace
2019|química|enlace_quimico|Junio|Ejercicio 2 Opción B|tipo de enlace
2019|química|enlace_quimico|Reserva 1|Ejercicio 3 Opción B|verdadero o falso
2019|química|enlace_quimico|Reserva 2|Ejercicio 3 Opción A|hibridación
2019|química|enlace_quimico|Reserva 3|Ejercicio 2 Opción A|verdadero o falso
2019|química|enlace_quimico|Reserva 4|Ejercicio 3 Opción B|estructuras de Lewis
2019|química|enlace_quimico|Septiembre|Ejercicio 2 Opción B|puentes de hidrógeno
2020|química|enlace_quimico|Junio|B3|geometría
2020|química|enlace_quimico|Reserva 1|Ejercicio B3|comparación pto. fusión / ebullición
2020|química|enlace_quimico|Reserva 2|Ejercicio B3|hibridación
2020|química|enlace_quimico|Reserva 3|Ejercicio B3|propiedades del tipo de enlace
2020|química|enlace_quimico|Reserva 4|Ejercicio B3|estructuras de Lewis
2020|química|enlace_quimico|Septiembre|B3|verdadero o falso
2021|química|enlace_quimico|Julio|Ejercicio B3|verdadero o falso
2021|química|enlace_quimico|Junio|Ejercicio B3|par de electrones sin compartir
2021|química|enlace_quimico|Reserva 1|Ejercicio B3|geometría
2021|química|enlace_quimico|Reserva 2|Ejercicio B3|ciclo de Born-Haber
2021|química|enlace_quimico|Reserva 3|Ejercicio B3|puentes de hidrógeno
2021|química|enlace_quimico|Reserva 4|Ejercicio B3|fuerzas intermoleculares
2022|química|enlace_quimico|Julio|Ejercicio B3|estructuras de Lewis
2022|química|enlace_quimico|Junio|Ejercicio B3|comparación pto. fusión / ebullición
2022|química|enlace_quimico|Reserva 1|Ejercicio B3|ecuación de Born-Landé
2022|química|enlace_quimico|Reserva 2|Ejercicio B3|ecuación de Born-Landé
2022|química|enlace_quimico|Reserva 3|Ejercicio B3|verdadero o falso
2022|química|enlace_quimico|Reserva 4|Ejercicio B3|estructuras de Lewis
2023|química|enlace_quimico|Julio|Ejercicio B3|comparación pto. fusión / ebullición
2023|química|enlace_quimico|Junio|Ejercicio B3|geometría
2023|química|enlace_quimico|Reserva 1|Ejercicio B3|ecuación de Born-Landé
2023|química|enlace_quimico|Reserva 2|Ejercicio B3|tipo de enlace
2023|química|enlace_quimico|Reserva 3|Ejercicio B3|verdadero o falso
2023|química|enlace_quimico|Reserva 4|Ejercicio B3|propiedades del tipo de enlace
2024|química|enlace_quimico|Julio|Ejercicio B3|polaridad
2024|química|enlace_quimico|Junio|Ejercicio B3|tipo de enlace
2024|química|enlace_quimico|Reserva 1|Ejercicio B3|verdadero o falso
2024|química|enlace_quimico|Reserva 2|Ejercicio B3|estructuras de Lewis
2024|química|enlace_quimico|Reserva 3|Ejercicio B3|hibridación
2024|química|enlace_quimico|Reserva 4|Ejercicio B3|tipo de enlace
2025|química|enlace_quimico|Junio|Ejercicio 1B|par de electrones sin compartir
2025|química|enlace_quimico|Reserva 1|Ejercicio 1B|propiedades del tipo de enlace
2025|química|enlace_quimico|Reserva 2|Ejercicio 1B|puentes de hidrógeno
