year|subject|topic|exam|exercise|exercise_type
2004|química|equilibrio_quimico|Septiembre|Ejercicio 3 Opción A|principio de LeChatelier
2004|química|equilibrio_quimico|Septiembre|Ejercicio 6 Opción B|grado de disociación (pregunta)
2005|química|cinetica|Junio|Ejercicio 3 Opción B|verdadero o falso
2005|química|equilibrio_quimico|Junio|Ejercicio 6 Opción B|ecuación de 2do grado
2005|química|equilibrio_quimico|Reserva 1|Ejercicio 3 Opción A|verdadero o falso
2005|química|equilibrio_quimico|Reserva 1|Ejercicio 5 Opción B|grado de disociación (pregunta)
2005|química|equilibrio_quimico|Reserva 2|Ejercicio 3 Opción A|verdadero o falso
2005|química|equilibrio_quimico|Reserva 2|Ejercicio 5 Opción B|equilibrio heterogéneo (cálculos)
2005|química|equilibrio_quimico|Reserva 4|Ejercicio 6 Opción B|tabla en función de alfa
2005|química|equilibrio_quimico|Septiembre|Ejercicio 3 Opción A|principio de LeChatelier
2005|química|equilibrio_quimico|Septiembre|Ejercicio 6 Opción B|grado de disociación (dato)
2006|química|equilibrio_quimico|Junio|Ejercicio 6 Opción A|cálculo de las constantes Kc y Kp
2006|química|equilibrio_quimico|Reserva 2|Ejercicio 3 Opción A|verdadero o falso
2006|química|equilibrio_quimico|Reserva 2|Ejercicio 5 Opción B|cálculo de las constantes Kc y Kp
2006|química|equilibrio_quimico|Reserva 3|Ejercicio 3 Opción A|principio de LeChatelier
2006|química|equilibrio_quimico|Reserva 3|Ejercicio 5 Opción B|grado de disociación (dato)
2006|química|equilibrio_quimico|Reserva 4|Ejercicio 3 Opción A|principio de LeChatelier
2006|química|equilibrio_quimico|Reserva 4|Ejercicio 6 Opción B|presiones parciales
2006|química|cinetica|Septiembre|Ejercicio 3 Opción B|cálculo de unidades de la constante de velocidad
2006|química|equilibrio_quimico|Septiembre|Ejercicio 6 Opción B|cálculo de las constantes Kc y Kp
2007|química|cinetica|Junio|Ejercicio 3 Opción B|verdadero o falso
2007|química|equilibrio_quimico|Junio|Ejercicio 6 Opción B|grado de disociación (pregunta)
2007|química|equilibrio_quimico|Reserva 1|Ejercicio 3 Opcion A|principio de LeChatelier
2007|química|equilibrio_quimico|Reserva 1|Ejercicio 5 Opción B|presiones parciales
2007|química|equilibrio_quimico|Reserva 2|Ejercicio 6 Opción A|equilibrio heterogéneo
2007|química|equilibrio_quimico|Reserva 4|Ejercicio 3 Opción A|principio de LeChatelier
2007|química|equilibrio_quimico|Reserva 4|Ejercicio 6 Opción B|equilibrio heterogéneo
2007|química|equilibrio_quimico|Septiembre|Ejercicio 3 Opcion A|cálculo de las constantes Kc y Kp
2007|química|equilibrio_quimico|Septiembre|Ejercicio 5 Opción B|equilibrio heterogéneo (cálculos)
2008|química|equilibrio_quimico|Reserva 1|Ejercicio 6 Opción A|presiones parciales
2008|química|equilibrio_quimico|Reserva 2|Ejercicio 3 Opción A|principio de LeChatelier
2008|química|equilibrio_quimico|Reserva 2|Ejercicio 6 Opción B|equilibrio heterogéneo
2008|química|equilibrio_quimico|Reserva 3|Ejercicio 3 Opción A|cálculo de las constantes Kc y Kp
2008|química|equilibrio_quimico|Reserva 3|Ejercicio 5 Opción B|ecuación de 2do grado
2008|química|equilibrio_quimico|Reserva 4|Ejercicio 3 Opcion A|principio de LeChatelier
2008|química|equilibrio_quimico|Reserva 4|Ejercicio 5 Opción B|cálculo de las constantes Kc y Kp
2008|química|cinetica|Septiembre|Ejercicio 3 Opción B|cálculo de unidades de la constante de velocidad
2008|química|equilibrio_quimico|Septiembre|Ejercicio 6 Opción B|grado de disociación (dato)
2009|química|cinetica|Junio|Ejercicio 3 Opción B|cálculo de unidades de la constante de velocidad
2009|química|equilibrio_quimico|Junio|Ejercicio 6 Opción B|grado de disociación (dato)
2009|química|equilibrio_quimico|Reserva 1|Ejercicio 3 Opcion A|principio de LeChatelier
2009|química|equilibrio_quimico|Reserva 1|Ejercicio 6 Opción B|grado de disociación (pregunta)
2009|química|equilibrio_quimico|Reserva 2|Ejercicio 3 Opción A|cálculo de las constantes Kc y Kp
2009|química|equilibrio_quimico|Reserva 2|Ejercicio 5 Opción B|cálculo de las constantes Kc y Kp
2009|química|equilibrio_quimico|Reserva 3|Ejercicio 6 Opción A|equilibrio heterogéneo (cálculos)
2009|química|equilibrio_quimico|Septiembre|Ejercicio 3 Opción A|principio de LeChatelier
2009|química|equilibrio_quimico|Septiembre|Ejercicio 5 Opción B|cálculo de las constantes Kc y Kp
2010|química|equilibrio_quimico|Junio|Ejercicio 5 Opción B|cálculo de las constantes Kc y Kp
2010|química|equilibrio_quimico|Reserva 1|Ejercicio 6 Opción A|grado de disociación (pregunta)
2010|química|cinetica|Reserva 2|Ejercicio 3 Opción B|cálculo de unidades de la constante de velocidad
2010|química|equilibrio_quimico|Reserva 2|Ejercicio 6 Opción B|equilibrio heterogéneo (cálculos)
2010|química|equilibrio_quimico|Reserva 3|Ejercicio 3 Opción A|verdadero o falso
2010|química|equilibrio_quimico|Septiembre|Ejercicio 3 Opción A|principio de LeChatelier
2010|química|equilibrio_quimico|Septiembre|Ejercicio 6 Opción B|ecuación de 2do grado
2011|química|equilibrio_quimico|Junio|Ejercicio 3 Opción A|principio de LeChatelier
2011|química|equilibrio_quimico|Junio|Ejercicio 6 Opción B|cálculo de las constantes Kc y Kp
2011|química|cinetica|Reserva 1|Ejercicio 3 Opción B|factores que afectan a la velocidad
2011|química|equilibrio_quimico|Reserva 1|Ejercicio 6 Opción B|ecuación de 2do grado
2011|química|equilibrio_quimico|Reserva 2|Ejercicio 5 Opción B|ejercicios donde la solución de x es negativa
2011|química|equilibrio_quimico|Reserva 3|Ejercicio 6 Opción A|equilibrio heterogéneo (cálculos)
2011|química|equilibrio_quimico|Reserva 4|Ejercicio 3 Opcion A|principio de LeChatelier
2012|química|equilibrio_quimico|Junio|Ejercicio 5 Opción B|grado de disociación (pregunta)
2012|química|equilibrio_quimico|Reserva 1|Ejercicio 6 Opción A|grado de disociación (dato)
2012|química|equilibrio_quimico|Reserva 2|Ejercicio 3 Opción A|principio de LeChatelier
2012|química|equilibrio_quimico|Reserva 2|Ejercicio 6 Opción B|equilibrio heterogéneo (cálculos)
2012|química|equilibrio_quimico|Reserva 3|Ejercicio 3 Opción A|principio de LeChatelier
2012|química|cinetica|Septiembre|Ejercicio 3 Opción B|NaN
2012|química|equilibrio_quimico|Septiembre|Ejercicio 6 Opción B|ecuación de 2do grado
2013|química|cinetica|Junio|Ejercicio 3 Opción B|cálculo del valor de la constante cinética o la velocidad de reacción
2013|química|equilibrio_quimico|Junio|Ejercicio 6 Opción B|ecuación de 2do grado
2013|química|equilibrio_quimico|Reserva 1|Ejercicio 5 Opción B|cálculo de las constantes Kc y Kp
2013|química|equilibrio_quimico|Reserva 2|Ejercicio 3 Opcion A|principio de LeChatelier
2013|química|equilibrio_quimico|Reserva 3|Ejercicio 3 Opción A|verdadero o falso
2013|química|equilibrio_quimico|Reserva 3|Ejercicio 6 Opción B|ejercicios donde la solución de x es negativa
2013|química|equilibrio_quimico|Septiembre|Ejercicio 6 Opción A|grado de disociación (dato)
2014|química|equilibrio_quimico|Junio|Ejercicio 3 Opción A|principio de LeChatelier
2014|química|equilibrio_quimico|Reserva 1|Ejercicio 3 Opción A|principio de LeChatelier
2014|química|equilibrio_quimico|Reserva 1|Ejercicio 6 Opción B|cálculo de las constantes Kc y Kp
2014|química|equilibrio_quimico|Reserva 2|Ejercicio 5 Opción B|grado de disociación (pregunta)
2014|química|equilibrio_quimico|Reserva 3|Ejercicio 6 Opción A|equilibrio heterogéneo (cálculos)
2014|química|cinetica|Septiembre|Ejercicio 3 Opción B|verdadero o falso
2014|química|equilibrio_quimico|Septiembre|Ejercicio 6 Opción B|equilibrio heterogéneo (cálculos)
2015|química|cinetica|Junio|Ejercicio 4 Opción A|verdadero o falso
2015|química|equilibrio_quimico|Junio|Ejercicio 5 Opción B|equilibrio heterogéneo (cálculos)
2015|química|equilibrio_quimico|Reserva 1|Ejercicio 6 Opción A|grado de disociación (dato)
2015|química|cinetica|Reserva 2|Ejercicio 3 Opción B|factores que afectan a la velocidad
2015|química|equilibrio_quimico|Reserva 2|Ejercicio 6 Opción B|cálculo de las constantes Kc y Kp
2015|química|equilibrio_quimico|Reserva 3|Ejercicio 3 Opcion A|verdadero o falso
2015|química|equilibrio_quimico|Reserva 3|Ejercicio 6 Opción B|presiones parciales
2015|química|equilibrio_quimico|Reserva 4|Ejercicio 3 Opcion A|principio de LeChatelier
2016|química|equilibrio_quimico|Junio|Ejercicio 6 Opción A|cálculo de las constantes Kc y Kp
2016|química|equilibrio_quimico|Reserva 2|Ejercicio 5 Opción B|presiones parciales
2016|química|equilibrio_quimico|Reserva 3|Ejercicio 3 Opción A|principio de LeChatelier
2016|química|equilibrio_quimico|Reserva 3|Ejercicio 6 Opción B|presiones parciales
2016|química|equilibrio_quimico|Septiembre|Ejercicio 3 Opcion A|verdadero o falso
2017|química|equilibrio_quimico|Junio|Ejercicio 5 Opción A|ecuación de 2do grado
2017|química|equilibrio_quimico|Reserva 1|Ejercicio 3 Opcion A|principio de LeChatelier
2017|química|equilibrio_quimico|Reserva 1|Ejercicio 5 Opción B|cálculo de las constantes Kc y Kp
2017|química|equilibrio_quimico|Reserva 2|Ejercicio 3 Opción A|verdadero o falso
2017|química|equilibrio_quimico|Reserva 2|Ejercicio 5 Opción B|tabla en función de alfa
2017|química|cinetica|Reserva 3|Ejercicio 3 Opción A|verdadero o falso
2017|química|equilibrio_quimico|Reserva 3|Ejercicio 5 Opción B|grado de disociación (dato)
2017|química|equilibrio_quimico|Reserva 4|Ejercicio 5 Opción A|ejercicios donde la solución de x es negativa
2017|química|cinetica|Septiembre|Ejercicio 4 Opción B|cálculo de unidades de la constante de velocidad
2017|química|equilibrio_quimico|Septiembre|Ejercicio 5 Opción B|equilibrio heterogéneo (cálculos)
2018|química|equilibrio_quimico|Junio|Ejercicio 5 Opción A|cálculo de las constantes Kc y Kp
2018|química|equilibrio_quimico|Reserva 1|Ejercicio 3 Opción A|verdadero o falso
2018|química|equilibrio_quimico|Reserva 1|Ejercicio 5 Opción B|ejercicios donde la solución de x es negativa
2018|química|cinetica|Reserva 2|Ejercicio 4 Opción B|verdadero o falso
2018|química|equilibrio_quimico|Reserva 2|Ejercicio 5 Opción B|equilibrio heterogéneo (cálculos)
2018|química|equilibrio_quimico|Reserva 3|Ejercicio 3 Opcion A|principio de LeChatelier
2018|química|equilibrio_quimico|Reserva 3|Ejercicio 5 Opción B|grado de disociación (pregunta)
2018|química|cinetica|Reserva 4|Ejercicio 3 Opción A|cálculo del valor de la constante cinética o la velocidad de reacción
2018|química|equilibrio_quimico|Reserva 4|Ejercicio 5 Opción B|equilibrio heterogéneo (cálculos)
2018|química|equilibrio_quimico|Septiembre|Ejercicio 5 Opción A|ecuación de 2do grado
2019|química|equilibrio_quimico|Junio|Ejercicio 3 Opción A|principio de LeChatelier
2019|química|equilibrio_quimico|Junio|Ejercicio 5 Opción B|cálculo de las constantes Kc y Kp
2019|química|cinetica|Reserva 1|Ejercicio 4 Opción B|verdadero o falso
2019|química|equilibrio_quimico|Reserva 1|Ejercicio 5 Opción B|cálculo de las constantes Kc y Kp
2019|química|equilibrio_quimico|Reserva 2|Ejercicio 5 Opción A|equilibrio heterogéneo (cálculos)
2019|química|cinetica|Reserva 3|Ejercicio 3 Opción A|cálculo del valor de la constante cinética o la velocidad de reacción
2019|química|equilibrio_quimico|Reserva 3|Ejercicio 5 Opción B|cálculo de las constantes Kc y Kp
2019|química|equilibrio_quimico|Reserva 4|Ejercicio 5 Opción A|equilibrio heterogéneo (cálculos)
2019|química|equilibrio_quimico|Septiembre|Ejercicio 3 Opcion A|principio de LeChatelier
2019|química|equilibrio_quimico|Septiembre|Ejercicio 5 Opción B|cálculo de las constantes Kc y Kp
2020|química|equilibrio_quimico|Junio|B2|verdadero o falso
2020|química|equilibrio_quimico|Junio|C1|ecuación de 2do grado
2020|química|equilibrio_quimico|Reserva 1|Ejercicio C1|equilibrio heterogéneo
2020|química|equilibrio_quimico|Reserva 2|Ejercicio C1|presiones parciales
2020|química|equilibrio_quimico|Reserva 3|Ejercicio B2|verdadero o falso
2020|química|equilibrio_quimico|Reserva 3|Ejercicio C1|cálculo de las constantes Kc y Kp
2020|química|cinetica|Reserva 4|Ejercicio B2|verdadero o falso
2020|química|equilibrio_quimico|Reserva 4|Ejercicio C1|equilibrio heterogéneo (cálculos)
2020|química|cinetica|Septiembre|B6|cálculo del valor de la constante cinética o la velocidad de reacción
2020|química|equilibrio_quimico|Septiembre|C1|presiones parciales
2021|química|equilibrio_quimico|Julio|Ejercicio B2|principio de LeChatelier
2021|química|equilibrio_quimico|Julio|Ejercicio C1|grado de disociación (dato)
2021|química|equilibrio_quimico|Junio|Ejercicio B2|verdadero o falso
2021|química|equilibrio_quimico|Junio|Ejercicio C1|grado de disociación (dato)
2021|química|cinetica|Reserva 1|Ejercicio B6|verdadero o falso
2021|química|equilibrio_quimico|Reserva 1|Ejercicio C1|equilibrio heterogéneo (cálculos)
2021|química|equilibrio_quimico|Reserva 2|Ejercicio C1|equilibrio heterogéneo (cálculos)
2021|química|equilibrio_quimico|Reserva 3|Ejercicio C1|grado de disociación (dato)
2021|química|cinetica|Reserva 4|Ejercicio B2|cálculo del valor de la constante cinética o la velocidad de reacción
2021|química|equilibrio_quimico|Reserva 4|Ejercicio C1|presiones parciales
2022|química|equilibrio_quimico|Julio|Ejercicio C1|grado de disociación (dato)
2022|química|cinetica|Junio|Ejercicio B2|cálculo de unidades de la constante de velocidad
2022|química|equilibrio_quimico|Junio|Ejercicio C1|equilibrio heterogéneo (cálculos)
2022|química|equilibrio_quimico|Reserva 1|Ejercicio C1|grado de disociación (pregunta)
2022|química|equilibrio_quimico|Reserva 2|Ejercicio B2|principio de LeChatelier
2022|química|equilibrio_quimico|Reserva 2|Ejercicio C1|cálculo de las constantes Kc y Kp
2022|química|equilibrio_quimico|Reserva 3|Ejercicio B2|principio de LeChatelier
2022|química|equilibrio_quimico|Reserva 3|Ejercicio C1|cálculo de las constantes Kc y Kp
2022|química|cinetica|Reserva 4|B6|cálculo del valor de la constante cinética o la velocidad de reacción
2022|química|equilibrio_quimico|Reserva 4|Ejercicio C1|equilibrio heterogéneo (cálculos)
2023|química|equilibrio_quimico|Julio|Ejercicio B2|verdadero o falso
2023|química|equilibrio_quimico|Julio|Ejercicio C1|equilibrio heterogéneo (cálculos)
2023|química|equilibrio_quimico|Junio|Ejercicio C1|grado de disociación (dato)
2023|química|cinetica|Reserva 1|Ejercicio B6|cálculo del valor de la constante cinética o la velocidad de reacción
2023|química|equilibrio_quimico|Reserva 1|Ejercicio C1|equilibrio heterogéneo (cálculos)
2023|química|cinetica|Reserva 2|Ejercicio B6|verdadero o falso
2023|química|equilibrio_quimico|Reserva 2|Ejercicio C1|presiones parciales
2023|química|equilibrio_quimico|Reserva 3|Ejercicio C1|grado de disociación (dato)
2023|química|equilibrio_quimico|Reserva 4|Ejercicio B2|principio de LeChatelier
2023|química|equilibrio_quimico|Reserva 4|Ejercicio C1|ejercicios donde la solución de x es negativa
2024|química|equilibrio_quimico|Julio|Ejercicio B2|principio de LeChatelier
2024|química|equilibrio_quimico|Julio|Ejercicio C1|grado de disociación (dato)
2024|química|equilibrio_quimico|Junio|Ejercicio B2|principio de LeChatelier
2024|química|equilibrio_quimico|Junio|Ejercicio C1|grado de disociación (pregunta)
2024|química|cinetica|Reserva 1|Ejercicio B2|cálculo de unidades de la constante de velocidad
2024|química|equilibrio_quimico|Reserva 1|Ejercicio C1|equilibrio heterogéneo (cálculos)
2024|química|equilibrio_quimico|Reserva 2|Ejercicio C1|ecuación de 2do grado
