year|subject|topic|exam|exercise|exercise_type
2013|química|reactividad_organica|Reserva 4|Ejercicio 4 Opción A|isomería
2013|química|reactividad_organica|Septiembre|Ejercicio 4 Opción B|isomería
2014|química|reactividad_organica|Junio|Ejercicio 4 Opción A|isomería
2014|química|reactividad_organica|Reserva 1|Ejercicio 4 Opcion A|isomería
2014|química|reactividad_organica|Reserva 3|Ejercicio 4 Opción B|reacciones orgánicas
2014|química|reactividad_organica|Reserva 4|Ejercicio 4 Opción A|reacciones orgánicas
2014|química|reactividad_organica|Septiembre|Ejercicio 4 Opción B|isomería
2015|química|reactividad_organica|Reserva 1|Ejercicio 4 Opción B|isomería
2015|química|reactividad_organica|Reserva 2|Ejercicio 4 Opción B|reacciones orgánicas
2015|química|reactividad_organica|Reserva 3|Ejercicio 4 Opcion A|isomería
2015|química|reactividad_organica|Reserva 4|Ejercicio 4 Opcion A|isomería
2015|química|reactividad_organica|Septiembre|Ejercicio 4 Opción A|reacciones orgánicas
2016|química|reactividad_organica|Junio|Ejercicio 4 Opción B|isomería
2016|química|reactividad_organica|Reserva 1|Ejercicio 4 Opcion A|reacciones orgánicas
2016|química|reactividad_organica|Reserva 3|Ejercicio 4 Opción A|reacciones orgánicas
2016|química|reactividad_organica|Septiembre|Ejercicio 4 Opción A|isomería
2017|química|reactividad_organica|Junio|Ejercicio 4 Opción A|isomería
2017|química|reactividad_organica|Reserva 1|Ejercicio 4 Opción A|isomería
2017|química|reactividad_organica|Reserva 1|Ejercicio 4 Opción B|reacciones orgánicas
2017|química|reactividad_organica|Reserva 2|Ejercicio 4 Opción A|reacciones orgánicas
2017|química|reactividad_organica|Reserva 2|Ejercicio 4 Opción B|isomería
2017|química|reactividad_organica|Reserva 3|Ejercicio 4 Opción B|reacciones orgánicas
2017|química|reactividad_organica|Reserva 4|Ejercicio 4 Opción A|hidrocarburos
2017|química|reactividad_organica|Reserva 4|Ejercicio 4 Opción B|reacciones orgánicas
2017|química|reactividad_organica|Septiembre|Ejercicio 4 Opción A|reacciones orgánicas
2018|química|reactividad_organica|Junio|Ejercicio 4 Opción A|isomería
2018|química|reactividad_organica|Reserva 1|Ejercicio 4 Opcion A|isomería
2018|química|reactividad_organica|Reserva 1|Ejercicio 4 Opción B|reacciones orgánicas
2018|química|reactividad_organica|Reserva 2|Ejercicio 4 Opcion A|reacciones orgánicas
2018|química|reactividad_organica|Reserva 3|Ejercicio 4 Opción A|reacciones orgánicas
2018|química|reactividad_organica|Reserva 3|Ejercicio 4 Opción B|isomería
2018|química|reactividad_organica|Reserva 4|Ejercicio 4 Opción B|isomería
2018|química|reactividad_organica|Septiembre|Ejercicio 4 Opción A|reacciones orgánicas
2018|química|reactividad_organica|Septiembre|Ejercicio 4 Opción B|isomería
2019|química|reactividad_organica|Junio|Ejercicio 4 Opción A|reacciones orgánicas
2019|química|reactividad_organica|Junio|Ejercicio 4 Opción B|isomería
2019|química|reactividad_organica|Reserva 1|Ejercicio 4 Opción A|isomería
2019|química|reactividad_organica|Reserva 2|Ejercicio 4 Opción A|isomería
2019|química|reactividad_organica|Reserva 2|Ejercicio 4 Opción B|reacciones orgánicas
2019|química|reactividad_organica|Reserva 3|Ejercicio 4 Opción B|isomería
2019|química|reactividad_organica|Reserva 4|Ejercicio 4 Opción A|hidrocarburos
2019|química|reactividad_organica|Septiembre|Ejercicio 4 Opcion A|reacciones orgánicas
2019|química|reactividad_organica|Septiembre|Ejercicio 4 Opción B|isomería
2020|química|reactividad_organica|Junio|B6|isomería
2020|química|reactividad_organica|Reserva 1|Ejercicio B6|reacciones orgánicas
2020|química|reactividad_organica|Reserva 2|Ejercicio B6|isomería
2020|química|reactividad_organica|Reserva 3|Ejercicio B6|isomería
2020|química|reactividad_organica|Reserva 4|Ejercicio B4|isomería
2020|química|reactividad_organica|Septiembre|B4|isomería
2021|química|reactividad_organica|Julio|Ejercicio B6|reacciones orgánicas
2021|química|reactividad_organica|Junio|Ejercicio B6|isomería
2021|química|reactividad_organica|Reserva 1|Ejercicio B4|reacciones orgánicas
2021|química|reactividad_organica|Reserva 2|Ejercicio B6|isomería
2021|química|reactividad_organica|Reserva 3|Ejercicio B6|reacciones orgánicas
2021|química|reactividad_organica|Reserva 4|Ejercicio B4|reacciones orgánicas
2022|química|reactividad_organica|Julio|Ejercicio B6|isomería
2022|química|reactividad_organica|Junio|B4|isomería
2022|química|reactividad_organica|Reserva 1|Ejercicio B6|isomería
2022|química|reactividad_organica|Reserva 2|Ejercicio B6|reacciones orgánicas
2022|química|reactividad_organica|Reserva 3|Ejercicio B6|reacciones orgánicas
2022|química|reactividad_organica|Reserva 4|Ejercicio B4|isomería
2023|química|reactividad_organica|Julio|Ejercicio B6|reacciones orgánicas
2023|química|reactividad_organica|Junio|B6|isomería
2023|química|reactividad_organica|Reserva 1|Ejercicio B4|hidrocarburos
2023|química|reactividad_organica|Reserva 2|Ejercicio B4|reacciones orgánicas
2023|química|reactividad_organica|Reserva 3|Ejercicio B6|reacciones orgánicas
2023|química|reactividad_organica|Reserva 4|Ejercicio B6|isomería
2024|química|reactividad_organica|Julio|Ejercicio B6|reacciones orgánicas
2024|química|reactividad_organica|Junio|B6|isomería
2024|química|reactividad_organica|Reserva 1|Ejercicio B4|reacciones orgánicas
2024|química|reactividad_organica|Reserva 2|Ejercicio B6|reacciones orgánicas
2024|química|reactividad_organica|Reserva 3|Ejercicio B4|isomería
2024|química|reactividad_organica|Reserva 4|Ejercicio B6|isomería
2025|química|reactividad_organica|Julio|Ejercicio 4B|isomería
2025|química|reactividad_organica|Junio|Ejercicio 4B|reacciones orgánicas
2025|química|reactividad_organica|Reserva 1|Ejercicio 4B|reacciones orgánicas
2025|química|reactividad_organica|Reserva 2|Ejercicio 4B|isomería
