subject,year,topic,exam,exercise,statement
química,2001,Reacciones Redox,Reserva 2,Ejercicio 5 Opcióon A,"En una valoración, 31725 mL de una disolución 0?1 M de Na,C,O, (oxalato de sodio) en medio
ácido consumen 17738 mL de una disolución de KMnO, de concentración desconocida.
Sabiendo que el oxalato pasa a CO, y el permanganato a Mn”*. a) Ajuste la ecuación iónica
por el método del ión-electrón. b) Calcule la concentración de la disolución de KMn0, .
Datos: Masas atómicas: O = 16; K = 39; Mn = 55.
QUÍMICA. 2001. RESERVA 2. EJERCICIO 5. OPCIÓON A"
quiímica,2001,Reacciones Redox,Reserva 3,Ejercicio 3 Opción A,"Dadas las siguientes reacciones (sin ajustar):
Ca0 + H,O > Ca(OH),
Ag+HNO, > AgNO, +NO, + H,O
Razone: a) Si son de oxidación-reducción. b) ¿Qué especies se oxidan y qué especies se
reducen? .
QUIÍMICA. 2001. RESERVA 3. EJERCICIO 3. OPCIÓN A"
quiímica,2001,Reacciones Redox,Reserva 3,Ejercicio 6 Opción B,"El principal método de obtención del aluminio comercial es la electrolisis de las sales de A*
fundidas. a) ¿Cuántos culombios deben pasar a través del fundido para depositar 1kg de
aluminio?. b) Si una célula electrolítica industrial de aluminio opera con una intensidad de
corriente de 40.000 A. ¿Cuánto tiempo será necesario para producir 1 kg de aluminio?
Datos: Faraday = 96500 C. Masa atómica: Al =27. .
QUIÍMICA. 2001. RESERVA 3. EJERCICIO 6. OPCIÓN B"
química,2001,Reacciones Redox,Reserva 4,Ejercicio 3 Opción A,"Se construye una pila, en condiciones estándar, con un electrodo de cobre y un electrodo de
aluminio. a) Indique razonadamente cuál es el cátodo y cuál el ánodo. b) Calcule la f.e.m de la
pila.
Datos: Potenciales estándar de reducción: Cu”* /Cu=0'34V ; Al* /Al=-1'65V.
QUÍMICA. 2001. RESERVA 4. EJERCICIO 3. OPCIÓN A"
química,2001,Reacciones Redox,Reserva 4,Ejercicio 6 Opción B,"En medio ácido sulfúrico, el permanganato de potasio reacciona con Fe (II) según:
KMn0, +FeSO, + H,SO, > MnSO, +Fe, (SO,); +K,SO, + H,O
a) Ajuste la reacción por el método del ión-electrón.
b) Calcule el número de moles de sulfato de hierro (III) que se obtienen cuando reaccionan 79 g
de permanganato de potasio con la cantidad necesaria de Fe (I1).
Masas atómicas: O = 16; K =39; Mn=55.
QUÍMICA. 2001. RESERVA 4. EJERCICIO 6. OPCIÓN B"
quiímica,2001,Reacciones Redox,Septiembre,Ejercicio 6 Opcióon A,"Una muestra de un metal se disuelve en ácido clorhídrico y se realiza la electrólisis de la
disolución. Cuando han pasado por la célula electrolítica 3215 C, se encuentra que en el cátodo
se han depositado 1774 g de metal. Calcule: a) La carga del ión metálico. b) El volumen de cloro
desprendido medido en condiciones normales.
Datos: F = 96500 C; Masa atómica del metal = 157”2. .
QUIÍMICA. 2001. SEPTIEMBRE. EJERCICIO 6. OPCIÓON A"
química,2001,Reacciones Redox,Septiembre,Ejercicio 3 Opción B,"Sabiendo que:
Za(s) | Zn (4M) || H* (4M) | H,Aatm) | Pt(s) — E”,,, =0'76V.
pila
Zn(s) | Zn”* (4M) || Cu*AM) | Cus) — E =1'10V
pila
Calcule los siguientes potenciales estándar de reducción: a) E' (Zn”* /Zn) . b) E'(Cu”* / Cu).
QUÍMICA. 2001. SEPTIEMBRE. EJERCICIO 3. OPCIÓN B"
química,2002,Reacciones Redox,Junio,Ejercicio 3 Opción B,"a) Indique los números de oxidación del nitrógeno en las siguientes moléculas: N,; NO; N,O;
N,O,
b) Escriba la semirreacción de reducción del HNO, a NO.
QUÍMICA. 2002. JUNIO. EJERCICIO 3. OPCIÓN B"
quiímica,2002,Reacciones Redox,Reserva 1,Ejercicio 6 Opción B,"Se hace pasar una corriente de 05 A a través de un litro de disolución de AgNO, 0?1 M
durante 2 horas. Calcule:
a) La masa de plata que se deposita en el cátodo.
b) La concentración de ión plata que queda en la disolución, una vez finalizada la electrólisis.
Datos: F = 96500 C. Masa atómica: Ag = 108.
QUIÍMICA. 2002. RESERVA 1. EJERCICIO 6. OPCIÓN B"
quimica,2002,Reacciones Redox,Reserva 2,Ejercicio 5 Opcion A,"Dada la reacción: KMn0O, + FeSO, + H,SO, —> MnSO, +Fe, (SO,); + K,SO, + H,O
a) Ajuste la reacción anterior por el método del ión-electrón.
b) Calcule los mL de disolución 05 M de KMnO, necesarios para que reaccionen
completamente con 274 g de FeSO,.
Magas atómicas: O = 16; S = 32; Fe = 56. .
QUIMICA. 2002. RESERVA 2. EJERCICIO 5. OPCION A"
quiímica,2002,Reacciones Redox,Reserva 3,Ejercicio 5 Opcion A,"El óxido nítrico (NO) se prepara según la reacción: Cu + HNO, > Cu(NO;), + NO + H,O
a) Ajuste la reacción molecular por el método del ión-electrón.
b) Calcule la masa de cobre que se necesita para obtener 0%5 L de NO medidos a 750 mm de
mercurio y 25* C.
Datos: R = 0/082 atm-L-K-'-mol-!. Masa atómica: Cu = 63'5.
QUIÍMICA. 2002. RESERVA 3. EJERCICIO 5. OPCION A"
quimica,2002,Reacciones Redox,Reserva 4,Ejercicio 3 Opción A,"Dados los — potenciales normales de reducción E' (Pb”* /Pb) =- 0'13 V
E'(Zn” /Zn) =- 0'76 V
a) Escriba las semirreacciones y la reacción ajustada de la pila que se puede formar.
b) Calcule la fuerza electromotriz de la misma.
c) Indique qué electrodo actúa como ánodo y cuál como cátodo.
QUIMICA. 2002. RESERVA 4. EJERCICIO 3. OPCIÓN A"
química,2002,Reacciones Redox,Reserva 4,Ejercicio 6 Opción B,"CrOj +S0; +H* > Cr*+S0j +H,o
a) Ajuste la ecuación iónica por el método del ión-electrón.
b) Si 25 mL de una disolución de Na,SO, reaccionan con 28?1 mL de disolución 0%088 M de
K,CrO, , calcule la molaridad de la disolución de Na,SO;.
QUÍMICA. 2002. RESERVA 4. EJERCICIO 6. OPCIÓN B"
quiímica,2002,Reacciones Redox,Septiembre,Ejercicio 3 Opcion A,"Dadas las siguientes reacciones:
a) NaOH + HNO, — NaNO, + H,O
b) Cu+CI, > CuCl,
c) CH, +20, >CO, +2H,0
a) Justifique si todas son de oxidación-reducción.
b) Identifique el agente oxidante y el reductor donde proceda.
QUIÍMICA. 2002. SEPTIEMBRE. EJERCICIO 3. OPCION A"
quimica,2002,Reacciones Redox,Septiembre,Ejercicio 6 Opción B,"Se electroliza una disolución acuosa de NiCI, pasando una corriente de 0?1 A durante 20
horas. Calcule:
a) La masa de níquel depositada en el cátodo.
b) El volumen de cloro, medido en condiciones normales, que se desprende en el ánodo.
Datos: F = 96500 C. Masas atómicas: Cl = 35”5; Ni = 587.
QUIMICA. 2002. SEPTIEMBRE. EJERCICIO 6. OPCIÓN B"
química,2003,Reacciones Redox,Junio,Ejercicio 3 Opción A,"La siguiente reacción redox tiene lugar en medio ácido:
Mn0; +CI-+H* 7 Mn”*+C1,+H,0
Indique, razonando la respuesta, la veracidad o falsedad de las afirmaciones siguientes:
a) El Cl es el agente reductor.
b) El MnO; experimenta una oxidación.
c) En la reacción, debidamente ajustada, se forman también 4 moles de H,O por cada mol de
Mn0; .
QUÍMICA. 2003. JUNIO. EJERCICIO 3. OPCIÓN A"
química,2003,Reacciones Redox,Junio,Ejercicio 6 Opción B,"El bromuro sódico reacciona con el ácido nítrico, en caliente, según la siguiente ecuación:
NaBr + HNO, > Br, +NO, + NaNO, + H,O
a) Ajuste esta reacción por el método del ión electrón.
b) Calcule la masa de bromo que se obtiene cuando 100 g de bromuro de sodio se tratan con
ácido nítrico en exceso.
Masas atómicas: Br = 80; Na = 23.
QUÍMICA. 2003. JUNIO. EJERCICIO 6. OPCIÓN B"
quimica,2003,Reacciones Redox,Reserva 1,Ejercicio 6 Opción B,"Para cada una de las siguientes electrolisis, calcule:
a) La masa de cinc metálico depositada en el cátodo al pasar por una disolución acuosa de
Zn”* una corriente de 1787 amperios durante 42?5 minutos.
b) El tiempo necesario para que se depositen 0%58 g de plata tras pasar por una disolución
acuosa de AgNO, una corriente de 1784 amperios.
Datos: F = 96500 C. Masas atómicas: Zn = 65""4; Ag = 108.
QUIMICA. 2003. RESERVA 1. EJERCICIO 6. OPCIÓN B"
quimica,2003,Reacciones Redox,Reserva 2,Ejercicio 3 Opcion A,"A partir de los valores de potenciales normales de reducción siguientes: (Cl,/C1)=+1'36 V ;
(1,/1)=+0'54 V ; (Fe* /Fe”**)=+0'77 V,, indique, razonando la respuesta:
a) Si el cloro puede reaccionar con iones Fe”* y transformarlos en Fe*.
b) Si el yodo puede reaccionar con iones Fe”* y transformarlos en Fe*.
QUIMICA. 2003. RESERVA 2. EJERCICIO 3. OPCION A"
quimica,2003,Reacciones Redox,Reserva 2,Ejercicio 6 Opción B,"Dos cubas electrolíticas, conectadas en serie, contienen una disolución acuosa de AgNO; , la
primera, y una disolución acuosa de H,SO,, la segunda. Al pasar cierta cantidad de
electricidad por las dos cubas se han obtenido, en la primera, 07090 g de plata.
Calcule:
a) La carga eléctrica que pasa por las cubas.
b) El volumen de H, , medido en condiciones normales, que se obtiene en la segunda cuba.
Datos: F = 96500 C. Masa atómica: Ag = 108; H =1.
QUIMICA. 2003. RESERVA 2. EJERCICIO 6. OPCIÓN B"
quimica,2003,Reacciones Redox,Reserva 3,Ejercicio 5 Opción A,"La siguiente reacción redox tiene lugar en medio ácido:
MnO; +Ag+H* > Mn”*+Ag'+H,0
a) Ajuste esta reacción por el método del ión electrón.
b) Calcule los gramos de plata metálica que podría ser oxidada por 50 mL de una disolución
acuosa de MnO; 0?2 M.
Masa atómica: Ag = 108. .
QUIMICA. 2003. RESERVA 3. EJERCICIO 5. OPCIÓN A"
quiímica,2003,Reacciones Redox,Reserva 4,Ejercicio 5 Opcion A,"El ácido nítrico (HNO,) reacciona con el sulfuro de hidrógeno (H,S) dando azufre elemental
(S) , monóxido de mononitrógeno (NO) y agua.
a) Escriba y ajuste por el método del ión electrón la reacción correspondiente.
b) Determine el volumen de H,S, medido a 60* C y 1 atm, necesario para que reaccione con
500 mL de HNO, 0%2 M.
Datos: R = 07082 atm-L-K--mol*,
QUIÍMICA. 2003. RESERVA 4. EJERCICIO 5. OPCION A"
quimica,2003,Reacciones Redox,Septiembre,Ejercicio 3 Opción B,"Razone la certeza o falsedad de las siguientes afirmaciones:
a) Todas las reacciones de combustión son procesos redox.
b) El agente oxidante es la especie que dona electrones en un proceso redox.
) El ánodo, en una pila, es el electrodo en el que se lleva a cabo la oxidación.
QUIMICA. 2003. SEPTIEMBRE. EJERCICIO 3. OPCIÓN B"
química,2004,Reacciones Redox,Junio,Ejercicio 5 Opción A,"Dada la siguiente reacción redox:
HCI + K,Cr,O, > CrCl; + KCI +CI, + H,O
a) Ajuste la reacción por el método del ion-electrón.
b) Calcule la molaridad de la disolución de HCI si cuando reaccionan 25 mL de la misma con
exceso de K,Cr,O, producen 03 L de Cl, medidos en condiciones normales.
QUÍMICA. 2004. JUNIO. EJERCICIO 5. OPCIÓN A"
química,2004,Reacciones Redox,Reserva 1,Ejercicio 6 Opción B,"Al realizar la electrolisis de ZnCI, fundido, haciendo pasar durante cierto tiempo una
corriente de 3 A a través de una celda electrolítica, se depositan 24”5 g de cinc metálico en el
cátodo.
Calcule:
a) El tiempo que ha durado la electrolisis.
b) El volumen de cloro liberado en el ánodo, medido en condiciones normales.
Datos: F = 96500 C. Masa atómica: Zn = 65”4.
QUÍMICA. 2004. RESERVA 1. EJERCICIO 6. OPCIÓN B"
química,2004,Reacciones Redox,Reserva 2,Ejercicio 6 Opción A,"a) Se hace pasar una corriente eléctrica de 15 A a través de 250 mL de una disolución acuosa
01 M en iones Cu”. ¿Cuánto tiempo tiene que transcurrir para que todo el cobre de la
disolución se deposite como cobre metálico?
b) ¿Qué intensidad de corriente eléctrica hay que hacer pasar a través de una disolución acuosa
de iones Au” sise quiere obtener 1 gramo de oro metálico en 30 minutos?
Datos: F = 96500 C. Masas atómicas: Au = 197; Cu = 63'5.
QUÍMICA. 2004. RESERVA 2. EJERCICIO 6. OPCIÓN A"
química,2004,Reacciones Redox,Reserva 2,Ejercicio 3 Opción B,"Indique, razonadamente, si cada una de las siguientes transformaciones es una reacción de
oxidación-reducción, identificando, en su caso, el agente oxidante y el reductor:
a) 2Al+6HCI > 2AICI, +3H,
b) H,0+SO,; > H,SO,
c) 2NaBr +Cl, > 2NaCl + Br,
QUÍMICA. 2004. RESERVA 2. EJERCICIO 3. OPCIÓN B"
química,2004,Reacciones Redox,Reserva 3,Ejercicio 3 Opción A,"Una pila electroquímica se representa por: Mg | Mg”* (1M) || Sn** (1M) | Sn.
a) Dibuje un esquema de la misma indicando el electrodo que hace de ánodo y el que hace de
cátodo.
b) Escriba las semirreacciones que tienen lugar en cada semipila.
c) Indique el sentido del movimiento de los electrones por el circuito exterior.
E'""(Mg”* /Mg)=-2'37 v ;E” (Sn”* / Sn) =-0'14 v
QUÍMICA. 2004. RESERVA 3. EJERCICIO 3. OPCIÓN A"
quimica,2004,Reacciones Redox,Reserva 3,Ejercicio 6 Opción B,"Dada la siguiente reacción redox: H,SO, + KBr > K,SO, +Br, +SO, + H,O
a) Ajuste la reacción por el método del ión-electrón.
b) Calcule el volumen de SO, , medido a 700 mm de Hg y 25 “C, que se puede obtener a partir
de 50 g de KBr y exceso de H,SO, .
Datos: R = 07082 atm-L-K-'-mol !. Masas atómicas: K = 39; Br = 80.
QUIMICA. 2004. RESERVA 3. EJERCICIO 6. OPCIÓN B"
quimica,2004,Reacciones Redox,Reserva 4,Ejercicio 5 Opcion A,"Dada la siguiente reacción redox: Cu+HNO; > Cu(NO;), + NO +H,O0
a) Ajústela por el método del ión-electrón.
b) Calcule el volumen de NO, medido en condiciones normales, que se obtiene a partir de 75 g
de Cu.
Maga atómica: Cu = 63”5. .
QUIMICA. 2004. RESERVA 4. EJERCICIO 5. OPCION A"
química,2004,Reacciones Redox,Septiembre,Ejercicio 3 Opción B,"La notación de una pila electroquímica es: Mg | Mg” (1M) || Ag (1M) | Ag.
a) Calcule el potencial estándar de la pila.
b) Escriba y ajuste la ecuación química para la reacción que ocurre en la pila.
c) Indique la polaridad de los electrodos.
Datos: E'(Ag* / Ag)=0'80V ; E'(Mg”* /Mg) =-2'36 V
QUÍMICA. 2004. SEPTIEMBRE. EJERCICIO 3. OPCIÓN B"
química,2005,Reacciones Redox,Junio,Ejercicio 5 Opción A,"El monóxido de nitrógeno se puede obtener según la siguiente reacción:
Cu+HNO; > Cu(NO;), + NO + H,O
a) Ajuste por el método del ión-electrón esta reacción en sus formas iónica y molecular.
b) Calcule la masa de cobre que se necesita para obtener 5 litros de NO medidos a 750 mm de
Hg y 40%C
Datos: R = 07082 atm-L-K--mol "". Masa atómica: Cu=63'5
QUÍMICA. 2005. JUNIO. EJERCICIO 5. OPCIÓN A"
quimica,2005,Reacciones Redox,Reserva 1,Ejercicio 5 Opcióon A,"2+ 3+
La siguiente reacción tiene lugar en medio ácido: MnO , + Fe”* > Mn”* + Fe
a) Ajuste la reacción iónica por el método del ión-electrón.
b) Calcule la molaridad de una disolución de KMnO ,, sabiendo que a partir de 50 mL de la
misma se pueden obtener 0”34 moles de Fe*.
QUIMICA. 2005. RESERVA 1. EJERCICIO 5. OPCIÓON A"
quimica,2005,Reacciones Redox,Reserva 2,Ejercicio 6 Opción B,"Se hace pasar una corriente eléctrica de 65 amperios a través de una celda electrolítica que
contiene NaCl fundido hasta que se obtienen 12 litros de Cl, , medido en condiciones
normales. Calcule: a) El tiempo que ha durado la electrolisis. b) La masa de sodio depositado
en el cátodo durante ese tiempo. Datos: F = 96500 C. Masa atómica: Na = 23.
QUIMICA. 2005. RESERVA 2 EJERCICIO 6 OPCIÓN B"
quimica,2005,Reacciones Redox,Reserva 3,Ejercicio 3 Opción A,"a) ¿Tiene el Zn”* capacidad para oxidar el Br- a Br, en condiciones estándar? Razone la
respuesta. Datos: E'(Zn”* /Zn) =-—0'76 v; E'(Br, /Br-)=1'06 v.
b) Escriba, según el convenio establecido, la notación simbólica de la pila que se puede formar
con los siguientes electrodos: Zn”* / Zn (E' =—0'76 v); Cu” /Cu (E' =0'34 v).
QUIMICA. 2005. RESERVA 3 EJERCICIO 3 OPCIÓN A"
quimica,2005,Reacciones Redox,Reserva 3,Ejercicio 6 Opción B,"Dada la siguiente reacción redox: KI + H,SO, > K,SO, + I, + H,S + H,O
a) Ajuste la reacción por el método del ión-electrón.
b) Calcule los moles de I, que se obtienen cuando 1 L de una disolución 2 M de KI se ponen a
reaccionar con 2 L de una disolución 0?5 M de H,SO,
QUIMICA. 2005. RESERVA 3 EJERCICIO 6 OPCIÓN B"
quimica,2005,Reacciones Redox,Reserva 4,Ejercicio 6 Opción A,"Se hace pasar durante 2”5 horas una corriente eléctrica de 5 amperios a través de una celda
electrolítica que contiene SnI,. Calcule: a) La masa de estaño metálico depositado en el cátodo.
b) Los moles de I, liberados en el ánodo. Datos: F = 96500 C. Masa atómica: Sn = 118?7.
QUIMICA. 2005. RESERVA 4 EJERCICIO 6 OPCIÓN A"
quimica,2005,Reacciones Redox,Reserva 4,Ejercicio 3 Opción B,"Dada la reacción: 3Cu + 8SHNO, > 3Cu(NO;), + 2NO + 4H,0
Justifique la veracidad o falsedad de las afirmaciones siguientes: a) El Cu acepta electrones
experimentando, por tanto, una reducción. b) El número de oxidación del nitrógeno en el ácido
nítrico es +5. c) El ácido nítrico es el reductor y el cobre el oxidante.
QUIMICA. 2005. RESERVA 4 EJERCICIO 3 OPCIÓN B"
química,2005,Reacciones Redox,Septiembre,Ejercicio 3 Opción B,"Se dispone de una pila con dos electrodos de Cu y Ag sumergidos en una disolución 1 M de sus
respectivos iones, Cu”* y Ag*. Conteste sobre la veracidad o falsedad de las afirmaciones
siguientes: a) El electrodo de plata es el cátodo y el de cobre el ánodo. b) El potencial de la pila
es 0”46 V. c) En el ánodo de la pila tiene lugar la reducción del oxidante.
Datos: E'(Ag*/ Ag) =0'80 V; E'(Cu”* / Cu) =0'34 V
QUÍMICA. 2005. SEPTIEMBRE. EJERCICIO 3. OPCIÓN B"
química,2006,Reacciones Redox,Junio,Ejercicio 3 Opción A,"Para la reacción: HNO, +C > CO, +NO+H,O
Justifique la veracidad o falsedad de las afirmaciones siguientes:
a) El número de oxidación del oxígeno pasa de —2 a0.
b) El carbono se oxida a CO,
c) El HNO; se reduce a NO.
QUÍMICA. 2006. JUNIO. EJERCICIO 3. OPCIÓN A"
química,2006,Reacciones Redox,Junio,Ejercicio 6 Opción B,"Se realiza la electrolisis completa de 2 litros de una disolución de AgNO, durante 12 minutos,
obteniéndose 15 g de plata en el cátodo.
a) ¿Qué intensidad de corriente ha pasado a través de la cuba electrolítica?.
b) Calcule la molaridad de la disolución inicial de AgNO, .
Datos: F=96500 C. Masas atómicas: Ag =108 ; N=14 ; O=16
QUÍMICA. 2006. JUNIO. EJERCICIO 6. OPCIÓN B"
quimica,2006,Reacciones Redox,Reserva 1,Ejercicio 3 Opcion A,"Razone si los enunciados siguientes, relativos a una reacción redox, son verdaderos o falsos:
a) Un elemento se reduce cuando pierde electrones.
b) Una especie química se oxida al mismo tiempo que otra se reduce.
€) En una pila, la oxidación tiene lugar en el electrodo negativo.
QUIMICA. 2006. RESERVA 1. EJERCICIO 3. OPCION A"
quimica,2006,Reacciones Redox,Reserva 1,Ejercicio 6 Opción B,"Zn + BrO; > Zn” + Br-
a) Ajuste la reacción iónica por el método del ión-electrón.
b) Calcule la riqueza de una muestra de cinc si 1 g de la misma reacciona con 25 mL de una
disolución 0?1 M en iones BrO;.
Masa atómica: Zn = 654. .
QUIMICA. 2006. RESERVA 1. EJERCICIO 6. OPCIÓN B"
quimica,2006,Reacciones Redox,Reserva 2,Ejercicio 5 Opcion A,"Dada la siguiente reacción redox: Cu + HNO, > Cu(NO;), + NO + H,O
a) Ajústela por el método del ión-electrón.
b) Calcule el volumen de NO, medido en condiciones normales, que se obtiene cuando
reaccionan 75 g de Cu con 1 litro de disolución 0?2 M de HNO,.
Masa atómica: Cu = 63'5.
QUIMICA. 2006. RESERVA 2. EJERCICIO 5. OPCION A"
química,2006,Reacciones Redox,Reserva 3,Ejercicio 6 Opción B,"La fórmula de un cloruro metálico es MCI ,. Se realiza la electrolisis a una disolución de dicho
cloruro haciendo pasar una corriente eléctrica de 1”81 amperios durante 25”%6 minutos,
obteniéndose 0%53 g del metal.
Calcule:
a) La masa atómica del metal.
b) El volumen de Cl, que se obtendrá en el ánodo, medido en condiciones normales.
Dato: F = 96500 C. ;
QUÍMICA. 2006. RESERVA 3. EJERCICIO 6. OPCIÓN B"
química,2006,Reacciones Redox,Reserva 4,Ejercicio 3 Opción B,"Cuando se introduce una lámina de aluminio en una disolución de nitrato de cobre (II), se
deposita cobre sobre la lámina de aluminio y aparecen iones A1* en la disolución.
a) Escriba las semirreacciones de oxidación y de reducción que tienen lugar.
b) Escriba la reacción redox global indicando el agente oxidante y el reductor.
) ¿Por qué la reacción es espontánea?
Datos: E (Cu?* /Cu)=0'34 V ; E""(A1?* / Al)=-1'66 V.
QUÍMICA. 2006. RESERVA 4. EJERCICIO 3. OPCIÓN B"
química,2006,Reacciones Redox,Septiembre,Ejercicio 5 Opción A,"La siguiente reacción tiene lugar en medio ácido:
Cr,0, +C,0,7 > Cr*+C0,
a) Ajuste por el método del ión-electrón esta reacción en su forma iónica.
b) Calcule el volumen de CO,, medido a 700 mm de Hg y 30 *C que se obtendrá cuando
reaccionan 258 mL de una disolución de K,Cr,O, 0?02 M con exceso de ión C,0,”.
Dato: R =0'082 atm-L-K*-mol""
QUÍMICA. 2006. SEPTIEMBRE. EJERCICIO 5. OPCIÓN A"
química,2007,Reacciones Redox,Junio,Ejercicio 5 Opción A,"La siguiente reacción tiene lugar en medio ácido: BrO; + Zn > Br- +Zn”
a) Ajuste la reacción iónica por método del ión-electrón
b) Calcule la riqueza de una muestra de Zn si 1 g de la misma reacciona con 25 mL de una
disolución 071 M de iones BrO;.
Masa atómica: Zn = 654 .
QUÍMICA. 2007. JUNIO EJERCICIO 5. OPCIÓN A"
quimica,2007,Reacciones Redox,Reserva 1,Ejercicio 6 Opción B,"Se realiza la electrolisis de 2 litros de una disolución de nitrato de plata 0%2 M haciendo pasar
una corriente eléctrica de 0%5 amperios durante 4 horas. Calcule:
a) La masa de plata que se deposita en el cátodo.
b) La concentración de iones Ag* que queda en la disolución una vez finalizada la electrolisis.
Datos: F = 96500 C. Masas atómicas: Ag = 108.
QUIMICA. 2007. RESERVA 1. EJERCICIO 6. OPCIÓN B"
química,2007,Reacciones Redox,Reserva 2,Ejercicio 3 Opción A,"Cuando el I, reacciona con gas hidrógeno, se transforma en yoduro de hidrógeno:
a) Escriba el proceso que tiene lugar, estableciendo las correspondientes semirreacciones redox.
b) Identifique, razonando la respuesta, la especie oxidante y la especie reductora.
c) ¿Cuántos electrones se transfieren para obtener un mol de yoduro de hidrógeno según el
proceso redox indicado? Razone la respuesta.
QUÍMICA. 2007. RESERVA 2. EJERCICIO 3. OPCIÓN A"
